country,admin_name,indicator,label,direction,latest_year,prev,se,ci_l,ci_u,prevalence_rank,n_units,rank_band,prov_avg,prov_min,prov_max,gap_worse,pos_worse
DRC,Equateur,malaria_rdt_positive,Malaria RDT+,adverse,2024,21.74049565,4.87060562149783,12.1942840475378,31.286707249606,7,26,Better half,35.2498669226923,5.111819932,61.02302039,-13.5093712726923,0.297412246236625
DRC,Sud-Kivu,malaria_rdt_positive,Malaria RDT+,adverse,2024,22.61865784,6.5810845962246,9.71996904736731,35.5173466229904,8,26,Better half,35.2498669226923,5.111819932,61.02302039,-12.6312090826923,0.313118619607372
DRC,Nord-Ubangi,malaria_rdt_positive,Malaria RDT+,adverse,2024,23.70656272,4.05928433290456,15.7505116267551,31.6626138177564,9,26,Better half,35.2498669226923,5.111819932,61.02302039,-11.5433042026923,0.332576346701198
DRC,Sud-Ubangi,malaria_rdt_positive,Malaria RDT+,adverse,2024,26.10199399,3.85741925984518,18.5415911700459,33.6623968151813,10,26,Better half,35.2498669226923,5.111819932,61.02302039,-9.14787293269231,0.375419842286657
DRC,Kwilu,malaria_rdt_positive,Malaria RDT+,adverse,2024,29.58574788,5.77516531642244,18.2666318553302,40.9048639052359,11,26,Better half,35.2498669226923,5.111819932,61.02302039,-5.66411904269231,0.437728536456387
DRC,Ituri,malaria_rdt_positive,Malaria RDT+,adverse,2024,33.67511878,5.73655894984341,22.4316698435016,44.9185677172696,12,26,Better half,35.2498669226923,5.111819932,61.02302039,-1.57474814269231,0.510868996087045
DRC,Kasai,malaria_rdt_positive,Malaria RDT+,adverse,2024,37.45056562,8.5674837462587,20.6586060374377,54.2425251990364,13,26,Better half,35.2498669226923,5.111819932,61.02302039,2.20069869730769,0.578394765683713
DRC,Sankuru,malaria_rdt_positive,Malaria RDT+,adverse,2024,41.92691531,6.78440659295659,28.6297227330849,55.2241078904269,14,26,Worse half,35.2498669226923,5.111819932,61.02302039,6.67704838730769,0.658456536014732
DRC,Tshuapa,malaria_rdt_positive,Malaria RDT+,adverse,2024,41.95128071,3.30524573801355,35.4731180996641,48.4294433127863,15,26,Worse half,35.2498669226923,5.111819932,61.02302039,6.70141378730769,0.65889232347414
DRC,Kasai-Oriental,malaria_rdt_positive,Malaria RDT+,adverse,2024,43.13127631,7.24428841683776,28.9327319226092,57.3298207038546,16,26,Worse half,35.2498669226923,5.111819932,61.02302039,7.88140938730769,0.679997139509817
DRC,Tshopo,malaria_rdt_positive,Malaria RDT+,adverse,2024,43.78845564,4.69313522202289,34.5900796265668,52.9868316460493,17,26,Worse half,35.2498669226923,5.111819932,61.02302039,8.5385887173077,0.691751123051875
DRC,Haut-Lomami,malaria_rdt_positive,Malaria RDT+,adverse,2024,44.19325998,5.97652298690528,32.4794901778752,55.9070297920954,18,26,Worse half,35.2498669226923,5.111819932,61.02302039,8.9433930573077,0.698991252698243
DRC,Tanganyika,malaria_rdt_positive,Malaria RDT+,adverse,2024,44.83896073,3.86879466207787,37.2562625245636,52.4216589270705,19,26,Worse half,35.2498669226923,5.111819932,61.02302039,9.58909380730769,0.71053993605168
DRC,Lualaba,malaria_rdt_positive,Malaria RDT+,adverse,2024,50.15997198,5.98313245855222,38.4332478452672,61.8866961122571,20,26,Worse half,35.2498669226923,5.111819932,61.02302039,14.9101050573077,0.805708904101241
DRC,Kwango,malaria_rdt_positive,Malaria RDT+,adverse,2024,50.18961738,6.54371033624599,37.3641808002442,63.0150539688535,21,26,Worst fifth,35.2498669226923,5.111819932,61.02302039,14.9397504573077,0.806239127021822
DRC,Kongo Central,malaria_rdt_positive,Malaria RDT+,adverse,2024,50.838574,6.46925654616371,38.1590641609218,63.5180838353835,22,26,Worst fifth,35.2498669226923,5.111819932,61.02302039,15.5887070773077,0.8178460432512
DRC,Lomami,malaria_rdt_positive,Malaria RDT+,adverse,2024,52.08573298,4.677896716484,42.9172238874429,61.2542420628566,23,26,Worst fifth,35.2498669226923,5.111819932,61.02302039,16.8358660573077,0.840152110189199
DRC,Maniema,malaria_rdt_positive,Malaria RDT+,adverse,2024,57.40076973,3.330687315894,50.8727425427583,63.9287969085916,24,26,Worst fifth,35.2498669226923,5.111819932,61.02302039,22.1509028073077,0.935214221295052
DRC,Kasai-Central,malaria_rdt_positive,Malaria RDT+,adverse,2024,58.30350085,4.92915052905852,48.6425433417638,67.9644583644263,25,26,Worst fifth,35.2498669226923,5.111819932,61.02302039,23.0536339273077,0.951360022361836
DRC,Bas-Uele,malaria_rdt_positive,Malaria RDT+,adverse,2024,61.02302039,3.21202693185427,54.7275632832462,67.3184774908603,26,26,Worst fifth,35.2498669226923,5.111819932,61.02302039,25.7731534673077,1
DRC,Nord-Kivu,wasting,Wasting,adverse,2024,2.266849853,0.905713268,0.491684467,4.04201524,1,26,Best fifth,7.719503262,2.266849853,16.05166661,-5.452653409,0
DRC,Sud-Ubangi,wasting,Wasting,adverse,2024,2.320354371,0.81077321,0.731268081,3.909440661,2,26,Best fifth,7.719503262,2.266849853,16.05166661,-5.399148891,0.0038814094480313
DRC,Ituri,wasting,Wasting,adverse,2024,3.832645285,1.393194621,1.102034003,6.563256566,3,26,Best fifth,7.719503262,2.266849853,16.05166661,-3.886857977,0.113588411046877
DRC,Nord-Ubangi,wasting,Wasting,adverse,2024,4.761222179,1.459365063,1.900919215,7.621525143,4,26,Best fifth,7.719503262,2.266849853,16.05166661,-2.958281083,0.180950706126242
DRC,Haut-Uele,wasting,Wasting,adverse,2024,4.999207201,2.623078796,-0.141932768,10.14034717,5,26,Best fifth,7.719503262,2.266849853,16.05166661,-2.720296061,0.198214992347468
DRC,Kinshasa,wasting,Wasting,adverse,2024,5.054251357,1.651238934,1.817882516,8.290620197,6,26,Best fifth,7.719503262,2.266849853,16.05166661,-2.665251905,0.202208092652704
DRC,Kasai-Central,wasting,Wasting,adverse,2024,5.250054819,1.248942323,2.802172848,7.697936791,7,26,Better half,7.719503262,2.266849853,16.05166661,-2.469448443,0.216412377370567
DRC,Haut-Katanga,wasting,Wasting,adverse,2024,5.320855323,1.576968834,2.230053204,8.411657441,8,26,Better half,7.719503262,2.266849853,16.05166661,-2.398647939,0.221548499616374
DRC,Tanganyika,wasting,Wasting,adverse,2024,5.372098747,1.559486285,2.315561793,8.428635701,9,26,Better half,7.719503262,2.266849853,16.05166661,-2.347404515,0.225265881203908
DRC,Mongala,wasting,Wasting,adverse,2024,6.002141898,1.331759507,3.391941229,8.612342567,10,26,Better half,7.719503262,2.266849853,16.05166661,-1.717361364,0.270971468888275
DRC,Sankuru,wasting,Wasting,adverse,2024,6.3361994,1.708194093,2.988200499,9.684198301,11,26,Better half,7.719503262,2.266849853,16.05166661,-1.383303862,0.295205197046494
DRC,Lualaba,wasting,Wasting,adverse,2024,6.537129322,1.746186227,3.114667207,9.959591437,12,26,Better half,7.719503262,2.266849853,16.05166661,-1.18237394,0.309781373541402
DRC,Sud-Kivu,wasting,Wasting,adverse,2024,6.711761749,1.21766973,4.325172934,9.098350564,13,26,Better half,7.719503262,2.266849853,16.05166661,-1.007741513,0.322449835522322
DRC,Equateur,wasting,Wasting,adverse,2024,7.356872998,2.057882313,3.32349778,11.39024822,14,26,Worse half,7.719503262,2.266849853,16.05166661,-0.362630264,0.369248517026188
DRC,Tshuapa,wasting,Wasting,adverse,2024,8.08918282,1.37842243,5.387524502,10.79084114,15,26,Worse half,7.719503262,2.266849853,16.05166661,0.369679558,0.422372895457126
DRC,Haut-Lomami,wasting,Wasting,adverse,2024,8.39330609,1.032699649,6.369251972,10.41736021,16,26,Worse half,7.719503262,2.266849853,16.05166661,0.673802828,0.444435087168566
DRC,Lomami,wasting,Wasting,adverse,2024,8.39511332,1.491060762,5.472687928,11.31753871,17,26,Worse half,7.719503262,2.266849853,16.05166661,0.675610058,0.444566190108261
DRC,Kasai-Oriental,wasting,Wasting,adverse,2024,8.527883032,2.45009708,3.725780996,13.32998507,18,26,Worse half,7.719503262,2.266849853,16.05166661,0.80837977,0.454197780744573
DRC,Maniema,wasting,Wasting,adverse,2024,8.76312653,1.304498979,6.206355512,11.31989755,19,26,Worse half,7.719503262,2.266849853,16.05166661,1.043623268,0.47126318699167
DRC,Kongo Central,wasting,Wasting,adverse,2024,8.82370853,2.053998845,4.797944769,12.84947229,20,26,Worse half,7.719503262,2.266849853,16.05166661,1.104205268,0.475658022343343
DRC,Tshopo,wasting,Wasting,adverse,2024,8.954720928,2.250196819,4.544416205,13.36502565,21,26,Worst fifth,7.719503262,2.266849853,16.05166661,1.235217666,0.485162131125455
DRC,Kwilu,wasting,Wasting,adverse,2024,10.04908018,2.149782487,5.835583929,14.26257643,22,26,Worst fifth,7.719503262,2.266849853,16.05166661,2.329576918,0.564550872469751
DRC,Bas-Uele,wasting,Wasting,adverse,2024,13.33877398,2.272636098,8.884489081,17.79305889,23,26,Worst fifth,7.719503262,2.266849853,16.05166661,5.619270718,0.803197048040383
DRC,Kasai,wasting,Wasting,adverse,2024,14.52925549,2.667770158,9.300522066,19.75798892,24,26,Worst fifth,7.719503262,2.266849853,16.05166661,6.809752228,0.889558842396152
DRC,Kwango,wasting,Wasting,adverse,2024,14.6696228,1.643533042,11.44835723,17.89088837,25,26,Worst fifth,7.719503262,2.266849853,16.05166661,6.950119538,0.899741590014376
DRC,Mai-Ndombe,wasting,Wasting,adverse,2024,16.05166661,1.866438633,12.39351411,19.70981911,26,26,Worst fifth,7.719503262,2.266849853,16.05166661,8.332163348,1
DRC,Kinshasa,zero_dose,Zero-dose,adverse,2024,0.75324915,0.749648988948341,-0.716035869532087,2.22253416923914,1,26,Best fifth,41.0631857745,0.75324915,78.34638212,-40.3099366245,0
DRC,Nord-Kivu,zero_dose,Zero-dose,adverse,2024,9.982604647,2.70443807654496,4.6820034184453,15.2832058753391,2,26,Best fifth,41.0631857745,0.75324915,78.34638212,-31.0805811275,0.118945519322804
DRC,Kasai-Central,zero_dose,Zero-dose,adverse,2024,10.32900114,2.95084627164203,4.54544872839526,16.1125535610606,3,26,Best fifth,41.0631857745,0.75324915,78.34638212,-30.7341846345,0.12340978671015
DRC,Kasai-Oriental,zero_dose,Zero-dose,adverse,2024,18.12919367,4.096690028051,10.0998287561784,26.1585585777872,4,26,Best fifth,41.0631857745,0.75324915,78.34638212,-22.9339921045,0.223936627571387
DRC,Ituri,zero_dose,Zero-dose,adverse,2024,21.22315736,5.21485847549975,11.0022225601006,31.4440921530065,5,26,Best fifth,41.0631857745,0.75324915,78.34638212,-19.8400284145,0.263810822252973
DRC,Kwilu,zero_dose,Zero-dose,adverse,2024,21.30428407,5.79896720114222,9.9385172126201,32.6700509361557,6,26,Best fifth,41.0631857745,0.75324915,78.34638212,-19.7589017045,0.264856362069382
DRC,Haut-Katanga,zero_dose,Zero-dose,adverse,2024,25.72857572,3.43911986354963,18.988024645363,32.4691267875102,7,26,Better half,41.0631857745,0.75324915,78.34638212,-15.3346100545,0.321875475496733
DRC,Sud-Kivu,zero_dose,Zero-dose,adverse,2024,27.06851279,10.9229173118831,5.65998824980735,48.4770373246072,8,26,Better half,41.0631857745,0.75324915,78.34638212,-13.9946729845,0.339144233938515
DRC,Kwango,zero_dose,Zero-dose,adverse,2024,29.01005374,7.27837220401857,14.7447063547204,43.275401126628,9,26,Better half,41.0631857745,0.75324915,78.34638212,-12.0531320345,0.364166305811173
DRC,Lualaba,zero_dose,Zero-dose,adverse,2024,33.9425992,7.99841675743503,18.265990426744,49.6192079825726,10,26,Better half,41.0631857745,0.75324915,78.34638212,-7.1205865745,0.42773566138684
DRC,Lomami,zero_dose,Zero-dose,adverse,2024,34.64926038,5.8547109778856,23.1742377232527,46.1242830363468,11,26,Better half,41.0631857745,0.75324915,78.34638212,-6.4139253945,0.436842925818001
DRC,Nord-Ubangi,zero_dose,Zero-dose,adverse,2024,38.40327539,6.73974256417926,25.1936227028914,51.6129280846174,12,26,Better half,41.0631857745,0.75324915,78.34638212,-2.6599103845,0.485223689247819
DRC,Kongo Central,zero_dose,Zero-dose,adverse,2024,42.52501773,7.94616298383083,26.9508244649651,58.0992109921526,13,26,Better half,41.0631857745,0.75324915,78.34638212,1.4618319555,0.538343626312271
DRC,Haut-Uele,zero_dose,Zero-dose,adverse,2024,45.71143912,5.98720397181108,33.9767349622477,57.4461432679375,14,26,Worse half,41.0631857745,0.75324915,78.34638212,4.6482533455,0.579409391645293
DRC,Equateur,zero_dose,Zero-dose,adverse,2024,46.44776014,7.73935006502908,31.2789127522288,61.6166075346383,15,26,Worse half,41.0631857745,0.75324915,78.34638212,5.3845743655,0.588898904335606
DRC,Haut-Lomami,zero_dose,Zero-dose,adverse,2024,46.92928069,6.1162707424915,34.9416103191882,58.916951069147,16,26,Worse half,41.0631857745,0.75324915,78.34638212,5.8660949155,0.595104615222241
DRC,Mai-Ndombe,zero_dose,Zero-dose,adverse,2024,47.80057596,8.26825271599601,31.5950984254491,64.0060535023045,17,26,Worse half,41.0631857745,0.75324915,78.34638212,6.7373901855,0.606333640738415
DRC,Tanganyika,zero_dose,Zero-dose,adverse,2024,51.64923892,15.3335160561105,21.5960996957254,81.702378148412,18,26,Worse half,41.0631857745,0.75324915,78.34638212,10.5860531455,0.655934202188717
DRC,Kasai,zero_dose,Zero-dose,adverse,2024,51.83293396,8.59439460293868,34.9882300673716,68.6776378487421,19,26,Worse half,41.0631857745,0.75324915,78.34638212,10.7697481855,0.658301615811145
DRC,Tshopo,zero_dose,Zero-dose,adverse,2024,56.10117642,11.4287473495721,33.7012432219736,78.5011096091116,20,26,Worse half,41.0631857745,0.75324915,78.34638212,15.0379906455,0.713309608098945
DRC,Sud-Ubangi,zero_dose,Zero-dose,adverse,2024,60.82812719,4.89644724763277,51.2312669347982,70.4249874499192,21,26,Worst fifth,41.0631857745,0.75324915,78.34638212,19.7649414155,0.774229313091751
DRC,Bas-Uele,zero_dose,Zero-dose,adverse,2024,62.17853809,8.07244896937409,46.3568288469061,78.0002473409275,22,26,Worst fifth,41.0631857745,0.75324915,78.34638212,21.1153523155,0.791633055514706
DRC,Sankuru,zero_dose,Zero-dose,adverse,2024,64.88217563,7.24125798330272,50.689570776194,79.074780476267,23,26,Worst fifth,41.0631857745,0.75324915,78.34638212,23.8189898555,0.826476828881163
DRC,Tshuapa,zero_dose,Zero-dose,adverse,2024,65.79184427,5.9942605153771,54.0433095414366,77.5403789896158,24,26,Worst fifth,41.0631857745,0.75324915,78.34638212,24.7286584955,0.838200400351743
DRC,Mongala,zero_dose,Zero-dose,adverse,2024,76.09457264,10.2885240684354,55.929436016739,96.2597092731528,25,26,Worst fifth,41.0631857745,0.75324915,78.34638212,35.0313868655,0.970979268476366
DRC,Maniema,zero_dose,Zero-dose,adverse,2024,78.34638212,3.84115311349821,70.8178603627906,85.8749038859114,26,26,Worst fifth,41.0631857745,0.75324915,78.34638212,37.2831963455,1
Ethiopia,Addis Ababa,anc4plus,ANC4+,beneficial,2024,94.777966616822,2.10771426940214,90.6469225590927,98.9090106745514,1,11,Best fifth,53.8367184702742,12.7228879656821,94.777966616822,-40.9412481465478,0
Ethiopia,Dire Dawa,anc4plus,ANC4+,beneficial,2024,69.1466719984166,3.69366362469405,61.9072243230105,76.3861196738226,2,11,Best fifth,53.8367184702742,12.7228879656821,94.777966616822,-15.3099535281424,0.312366949611709
Ethiopia,Amhara,anc4plus,ANC4+,beneficial,2024,62.0280243726502,3.39173916106418,55.3803377720103,68.6757109732901,3,11,Best fifth,53.8367184702742,12.7228879656821,94.777966616822,-8.19130590237599,0.399121453327823
Ethiopia,Benishangul,anc4plus,ANC4+,beneficial,2024,57.1513670707644,4.8028479383191,47.7379580884365,66.5647760530923,4,11,Better half,53.8367184702742,12.7228879656821,94.777966616822,-3.31464860049019,0.458552964235504
Ethiopia,Tigray,anc4plus,ANC4+,beneficial,2024,57.1395572379225,3.16224545481528,50.9416700362091,63.3374444396359,5,11,Better half,53.8367184702742,12.7228879656821,94.777966616822,-3.30283876764829,0.458696889913671
Ethiopia,Gambela,anc4plus,ANC4+,beneficial,2024,49.1721433127265,4.37595450800172,40.5954300790574,57.7488565463955,6,11,Worse half,53.8367184702742,12.7228879656821,94.777966616822,4.66457515754772,0.555795254282679
Ethiopia,SNNPR,anc4plus,ANC4+,beneficial,2024,48.9137361070571,2.42937914570083,44.1522404766908,53.6752317374234,7,11,Worse half,53.8367184702742,12.7228879656821,94.777966616822,4.92298236321712,0.558944446385315
Ethiopia,Oromia,anc4plus,ANC4+,beneficial,2024,48.4482470546643,3.5095688824935,41.5696184437145,55.326875665614,8,11,Worse half,53.8367184702742,12.7228879656821,94.777966616822,5.38847141560991,0.564617331720931
Ethiopia,Harari,anc4plus,ANC4+,beneficial,2024,46.526136466134,4.5040060925002,37.6984467386846,55.3538261935834,9,11,Worst fifth,53.8367184702742,12.7228879656821,94.777966616822,7.31058200414022,0.588041970635753
Ethiopia,Afar,anc4plus,ANC4+,beneficial,2024,46.1771649701767,4.18319420345862,37.9782549910611,54.3760749492923,10,11,Worst fifth,53.8367184702742,12.7228879656821,94.777966616822,7.65955350009752,0.592294863956847
Ethiopia,Somali,anc4plus,ANC4+,beneficial,2024,12.7228879656821,3.28365520057057,6.28704203491612,19.158733896448,11,11,Worst fifth,53.8367184702742,12.7228879656821,94.777966616822,41.1138305045921,1
Ethiopia,Addis Ababa,anemia_women,"Anemia, women",adverse,2016,15.96796288,1.344503581,13.33278428,18.60314147,1,11,Best fifth,28.1917650745455,15.96796288,59.54086719,-12.2238021945455,0
Ethiopia,Amhara,anemia_women,"Anemia, women",adverse,2016,17.18962792,1.211172567,14.8157733,19.56348253,2,11,Best fifth,28.1917650745455,15.96796288,59.54086719,-11.0021371545455,0.0280372644271873
Ethiopia,Benishangul,anemia_women,"Anemia, women",adverse,2016,19.22993609,1.679095934,15.93896853,22.52090364,3,11,Best fifth,28.1917650745455,15.96796288,59.54086719,-8.96182898454546,0.0748624233719343
Ethiopia,Tigray,anemia_women,"Anemia, women",adverse,2016,19.7412697,1.583105697,16.63843955,22.84409985,4,11,Better half,28.1917650745455,15.96796288,59.54086719,-8.45049537454545,0.086597551385484
Ethiopia,SNNPR,anemia_women,"Anemia, women",adverse,2016,22.54381813,1.672840465,19.26511107,25.8225252,5,11,Better half,28.1917650745455,15.96796288,59.54086719,-5.64794694454546,0.150916156591628
Ethiopia,Gambela,anemia_women,"Anemia, women",adverse,2016,26.10307417,2.588876957,21.02896857,31.17717977,6,11,Worse half,28.1917650745455,15.96796288,59.54086719,-2.08869090454546,0.232601233507264
Ethiopia,Oromia,anemia_women,"Anemia, women",adverse,2016,27.29235308,1.871535411,23.62421108,30.96049508,7,11,Worse half,28.1917650745455,15.96796288,59.54086719,-0.899411994545453,0.259895234878825
Ethiopia,Harari,anemia_women,"Anemia, women",adverse,2016,27.69211022,2.137111955,23.50344776,31.88077269,8,11,Worse half,28.1917650745455,15.96796288,59.54086719,-0.499654854545454,0.269069678178631
Ethiopia,Dire Dawa,anemia_women,"Anemia, women",adverse,2016,30.11001267,2.316239234,25.57026719,34.64975815,9,11,Worst fifth,28.1917650745455,15.96796288,59.54086719,1.91824759545455,0.324560641847195
Ethiopia,Afar,anemia_women,"Anemia, women",adverse,2016,44.69838377,2.463930796,39.86916815,49.52759939,10,11,Worst fifth,28.1917650745455,15.96796288,59.54086719,16.5066186954545,0.659364376668515
Ethiopia,Somali,anemia_women,"Anemia, women",adverse,2016,59.54086719,2.163080811,55.3013067,63.78042768,11,11,Worst fifth,28.1917650745455,15.96796288,59.54086719,31.3491021154545,1
Ethiopia,Addis Ababa,facility_delivery,Facility delivery,beneficial,2024,97.9416405799212,1.22348689027176,95.5436503394317,100,1,11,Best fifth,64.9159399669674,33.2626823278194,97.9416405799212,-33.0257006129538,0
Ethiopia,Dire Dawa,facility_delivery,Facility delivery,beneficial,2024,82.4382949816844,3.96958993536877,74.6580416749689,90.2185482883998,2,11,Best fifth,64.9159399669674,33.2626823278194,97.9416405799212,-17.522355014717,0.239696897062083
Ethiopia,Harari,facility_delivery,Facility delivery,beneficial,2024,78.6870782393419,5.82801698615709,67.2643748451864,90.1097816334975,3,11,Best fifth,64.9159399669674,33.2626823278194,97.9416405799212,-13.7711382723745,0.297694379453825
Ethiopia,Amhara,facility_delivery,Facility delivery,beneficial,2024,72.7674788005083,3.34573308099673,66.2099624598705,79.3249951411461,4,11,Better half,64.9159399669674,33.2626823278194,97.9416405799212,-7.85153883354089,0.389217180667792
Ethiopia,Gambela,facility_delivery,Facility delivery,beneficial,2024,71.8199499981991,3.6288673768539,64.7075006348932,78.9323993615051,5,11,Better half,64.9159399669674,33.2626823278194,97.9416405799212,-6.90401003123169,0.403866903358377
Ethiopia,Tigray,facility_delivery,Facility delivery,beneficial,2024,68.2572836924451,3.46234631517392,61.4712096126993,75.043357772191,6,11,Worse half,64.9159399669674,33.2626823278194,97.9416405799212,-3.34134372547769,0.45894921145412
Ethiopia,Benishangul,facility_delivery,Facility delivery,beneficial,2024,61.4920220602003,5.70385953054318,50.3126628074602,72.6713813129405,7,11,Worse half,64.9159399669674,33.2626823278194,97.9416405799212,3.42391790676712,0.563546777881761
Ethiopia,SNNPR,facility_delivery,Facility delivery,beneficial,2024,59.4510568687614,2.71050880455014,54.1385572320644,64.7635565054584,8,11,Worse half,64.9159399669674,33.2626823278194,97.9416405799212,5.46488309820602,0.595102097364238
Ethiopia,Oromia,facility_delivery,Facility delivery,beneficial,2024,53.7375831650415,4.45670610585579,45.0025997078844,62.4725666221986,9,11,Worst fifth,64.9159399669674,33.2626823278194,97.9416405799212,11.1783568019259,0.683437992964942
Ethiopia,Somali,facility_delivery,Facility delivery,beneficial,2024,34.220268922719,4.79585733024361,24.8205612804491,43.6199765649889,10,11,Worst fifth,64.9159399669674,33.2626823278194,97.9416405799212,30.6956710442484,0.985194773991764
Ethiopia,Afar,facility_delivery,Facility delivery,beneficial,2024,33.2626823278194,3.90080417191308,25.6172466401262,40.9081180155126,11,11,Worst fifth,64.9159399669674,33.2626823278194,97.9416405799212,31.653257639148,1
Ethiopia,Benishangul,fever_care_seeking,Fever care-seeking,beneficial,2024,67.678,4.44545,58.965078,76.390922,1,11,Best fifth,44.3355017272727,28.283234,67.678,-23.3424982727273,0
Ethiopia,Gambela,fever_care_seeking,Fever care-seeking,beneficial,2024,63.533277,4.332936,55.040878,72.025676,2,11,Best fifth,44.3355017272727,28.283234,67.678,-19.1977752727273,0.105209991601422
Ethiopia,Harari,fever_care_seeking,Fever care-seeking,beneficial,2024,48.786803,9.488731,30.189231,67.384374,3,11,Best fifth,44.3355017272727,28.283234,67.678,-4.45130127272727,0.479535707865355
Ethiopia,Addis Ababa,fever_care_seeking,Fever care-seeking,beneficial,2024,46.286052,7.657742,31.277154,61.29495,4,11,Better half,44.3355017272727,28.283234,67.678,-1.95055027272727,0.543014978182635
Ethiopia,SNNPR,fever_care_seeking,Fever care-seeking,beneficial,2024,42.708545,3.111421,36.610271,48.806819,5,11,Better half,44.3355017272727,28.283234,67.678,1.62695672727273,0.63382671190381
Ethiopia,Oromia,fever_care_seeking,Fever care-seeking,beneficial,2024,42.475027,7.058311,28.640991,56.309062,6,11,Worse half,44.3355017272727,28.283234,67.678,1.86047472727273,0.639754352139063
Ethiopia,Dire Dawa,fever_care_seeking,Fever care-seeking,beneficial,2024,39.807431,6.648723,26.776174,52.838688,7,11,Worse half,44.3355017272727,28.283234,67.678,4.52807072727273,0.707468829742509
Ethiopia,Afar,fever_care_seeking,Fever care-seeking,beneficial,2024,39.623656,4.405587,30.988864,48.258449,8,11,Worse half,44.3355017272727,28.283234,67.678,4.71184572727273,0.712133789549607
Ethiopia,Tigray,fever_care_seeking,Fever care-seeking,beneficial,2024,34.32616,3.31229,27.834191,40.818128,9,11,Worst fifth,44.3355017272727,28.283234,67.678,10.0093417272727,0.846605866373213
Ethiopia,Amhara,fever_care_seeking,Fever care-seeking,beneficial,2024,34.182334,5.966567,22.488078,45.87659,10,11,Worst fifth,44.3355017272727,28.283234,67.678,10.1531677272727,0.850256757458593
Ethiopia,Somali,fever_care_seeking,Fever care-seeking,beneficial,2024,28.283234,7.411703,13.756564,42.809904,11,11,Worst fifth,44.3355017272727,28.283234,67.678,16.0522677272727,1
Ethiopia,Addis Ababa,first_birth_under20,First birth <20,adverse,2024,25.06369518,2.29541094442333,20.5647724035643,29.5626179651419,1,11,Best fifth,53.0093431909091,25.06369518,62.99129611,-27.9456480109091,0
Ethiopia,Dire Dawa,first_birth_under20,First birth <20,adverse,2024,48.0384523,2.69361349413914,42.7590668615926,53.3178377351602,2,11,Best fifth,53.0093431909091,25.06369518,62.99129611,-4.97089089090909,0.6057529755811
Ethiopia,SNNPR,first_birth_under20,First birth <20,adverse,2024,48.84615688,0.993757663981832,46.8984276507603,50.7938861122904,3,11,Best fifth,53.0093431909091,25.06369518,62.99129611,-4.16318631090909,0.627048933147484
Ethiopia,Tigray,first_birth_under20,First birth <20,adverse,2024,51.89177808,1.93459197106156,48.1000474942166,55.6835086703386,4,11,Better half,53.0093431909091,25.06369518,62.99129611,-1.11756511090909,0.70734985188002
Ethiopia,Amhara,first_birth_under20,First birth <20,adverse,2024,52.14165477,1.93062567343231,48.3576979815811,55.9256115566926,5,11,Better half,53.0093431909091,25.06369518,62.99129611,-0.86768842090909,0.713938106445901
Ethiopia,Somali,first_birth_under20,First birth <20,adverse,2024,54.8335277,2.17667555012206,50.5673220125277,59.099733381064,6,11,Worse half,53.0093431909091,25.06369518,62.99129611,1.82418450909091,0.784912090140999
Ethiopia,Harari,first_birth_under20,First birth <20,adverse,2024,56.28709113,2.7774011086032,50.8434849830076,61.7306972699754,7,11,Worse half,53.0093431909091,25.06369518,62.99129611,3.27774793909091,0.823236777027542
Ethiopia,Oromia,first_birth_under20,First birth <20,adverse,2024,60.35503427,1.84062839425611,56.7474689063304,63.9625996296579,8,11,Worse half,53.0093431909091,25.06369518,62.99129611,7.34569107909091,0.930492259585162
Ethiopia,Benishangul,first_birth_under20,First birth <20,adverse,2024,61.27388503,2.28702259094507,56.7914031241563,65.7563669443199,9,11,Worst fifth,53.0093431909091,25.06369518,62.99129611,8.26454183909091,0.954718699894315
Ethiopia,Afar,first_birth_under20,First birth <20,adverse,2024,61.38020365,1.58871302406103,58.2663833380945,64.4940239559532,10,11,Worst fifth,53.0093431909091,25.06369518,62.99129611,8.37086045909091,0.957521899078893
Ethiopia,Gambela,first_birth_under20,First birth <20,adverse,2024,62.99129611,2.99759386676305,57.1161200939271,68.8664721321946,11,11,Worst fifth,53.0093431909091,25.06369518,62.99129611,9.98195291909091,1
Ethiopia,Addis Ababa,wasting,Wasting,adverse,2024,2.354158264,1.202993862,-0.003666379,4.711982906,1,11,Best fifth,6.446128751,2.354158264,13.72103265,-4.091970487,0
Ethiopia,Harari,wasting,Wasting,adverse,2024,2.649625748,1.136681197,0.42177154,4.877479957,2,11,Best fifth,6.446128751,2.354158264,13.72103265,-3.796503003,0.0259937317829352
Ethiopia,Oromia,wasting,Wasting,adverse,2024,3.860214346,0.918945033,2.059115177,5.661313515,3,11,Best fifth,6.446128751,2.354158264,13.72103265,-2.585914405,0.132495181248324
Ethiopia,Benishangul,wasting,Wasting,adverse,2024,4.157369547,0.94712924,2.301030348,6.013708747,4,11,Better half,6.446128751,2.354158264,13.72103265,-2.288759204,0.158637389819397
Ethiopia,SNNPR,wasting,Wasting,adverse,2024,4.174819533,0.672101078,2.857525627,5.49211344,5,11,Better half,6.446128751,2.354158264,13.72103265,-2.271309218,0.160172551149366
Ethiopia,Amhara,wasting,Wasting,adverse,2024,4.535431126,0.915450267,2.741181573,6.32968068,6,11,Worse half,6.446128751,2.354158264,13.72103265,-1.910697625,0.191897331485123
