country,survey_year,survey_source,survey_id,population,indicator,admin_level,admin_name,admin_norm,estimate,se,ci_l,ci_u,unweighted_n,survey_order,survey_label
Ethiopia,2011,DHS,ETH_2011_DHS_women,women_15_49,anemia_women,ADM1,Tigray,tigray,12.40353392,1.118030271,10.21223486,14.59483299,1688,2,2011 DHS
Ethiopia,2016,DHS,ETH_2016_DHS_women,women_15_49,anemia_women,ADM1,Tigray,tigray,19.7412697,1.583105697,16.63843955,22.84409985,1599,3,2016 DHS
Ethiopia,2011,DHS,ETH_2011_DHS_women,women_15_49,severe_anemia_women,ADM1,Addis Ababa,addis ababa,0.279920393,0.279920393,0.037536412,0.522304374,1525,2,2011 DHS
Ethiopia,2016,DHS,ETH_2016_DHS_women,women_15_49,severe_anemia_women,ADM1,Addis Ababa,addis ababa,0.067807975,0.067807975,-0.06311282,0.198728769,1613,3,2016 DHS
Ethiopia,2011,DHS,ETH_2011_DHS_women,women_15_49,severe_anemia_women,ADM1,Afar,afar,1.453233345,1.453233345,0.684491238,2.221975451,1260,2,2011 DHS
Ethiopia,2016,DHS,ETH_2016_DHS_women,women_15_49,severe_anemia_women,ADM1,Afar,afar,1.999396854,1.999396854,1.058482637,2.94031107,1039,3,2016 DHS
Ethiopia,2011,DHS,ETH_2011_DHS_women,women_15_49,severe_anemia_women,ADM1,Amhara,amhara,0.377227769,0.377227769,0.123930508,0.630525029,1989,2,2011 DHS
Ethiopia,2016,DHS,ETH_2016_DHS_women,women_15_49,severe_anemia_women,ADM1,Amhara,amhara,0.113619231,0.113619231,-0.041151417,0.268389879,1688,3,2016 DHS
Ethiopia,2011,DHS,ETH_2011_DHS_women,women_15_49,severe_anemia_women,ADM1,Benishangul,benishangul,0.550239395,0.550239395,0.10999453,0.99048426,1213,2,2011 DHS
Ethiopia,2016,DHS,ETH_2016_DHS_women,women_15_49,severe_anemia_women,ADM1,Benishangul,benishangul,0.216225008,0.216225008,-0.096748452,0.529198468,1038,3,2016 DHS
Ethiopia,2011,DHS,ETH_2011_DHS_women,women_15_49,severe_anemia_women,ADM1,Dire Dawa,dire dawa,1.535911292,1.535911292,0.772801051,2.299021533,997,2,2011 DHS
Ethiopia,2016,DHS,ETH_2016_DHS_women,women_15_49,severe_anemia_women,ADM1,Dire Dawa,dire dawa,1.2592491,1.2592491,0.494744972,2.023753229,953,3,2016 DHS
Ethiopia,2011,DHS,ETH_2011_DHS_women,women_15_49,severe_anemia_women,ADM1,Gambela,gambela,0.231642545,0.231642545,-0.106487536,0.569772626,1092,2,2011 DHS
Ethiopia,2016,DHS,ETH_2016_DHS_women,women_15_49,severe_anemia_women,ADM1,Gambela,gambela,0.319550728,0.319550728,-0.108425067,0.747526524,985,3,2016 DHS
Ethiopia,2011,DHS,ETH_2011_DHS_women,women_15_49,severe_anemia_women,ADM1,Harari,harari,0.761106586,0.761106586,0.173905889,1.348307283,980,2,2011 DHS
Ethiopia,2016,DHS,ETH_2016_DHS_women,women_15_49,severe_anemia_women,ADM1,Harari,harari,1.230145947,1.230145947,0.511647369,1.948644524,750,3,2016 DHS
Ethiopia,2011,DHS,ETH_2011_DHS_women,women_15_49,severe_anemia_women,ADM1,Oromia,oromia,0.677544133,0.677544133,0.185797821,1.169290445,2068,2,2011 DHS
Ethiopia,2016,DHS,ETH_2016_DHS_women,women_15_49,severe_anemia_women,ADM1,Oromia,oromia,1.19059248,1.19059248,0.373023215,2.008161745,1802,3,2016 DHS
Ethiopia,2011,DHS,ETH_2011_DHS_women,women_15_49,severe_anemia_women,ADM1,SNNPR,snnpr,0.369250469,0.369250469,0.069101265,0.669399672,1943,2,2011 DHS
Ethiopia,2016,DHS,ETH_2016_DHS_women,women_15_49,severe_anemia_women,ADM1,SNNPR,snnpr,0.547824959,0.547824959,0.171645854,0.924004064,1760,3,2016 DHS
Ethiopia,2011,DHS,ETH_2011_DHS_women,women_15_49,severe_anemia_women,ADM1,Somali,somali,4.540608852,4.540608852,2.873358467,6.207859237,813,2,2011 DHS
Ethiopia,2016,DHS,ETH_2016_DHS_women,women_15_49,severe_anemia_women,ADM1,Somali,somali,4.770174452,4.770174452,3.332335935,6.208012969,1262,3,2016 DHS
Ethiopia,2011,DHS,ETH_2011_DHS_women,women_15_49,severe_anemia_women,ADM1,Tigray,tigray,0.396049121,0.396049121,0.066196544,0.725901699,1688,2,2011 DHS
Ethiopia,2016,DHS,ETH_2016_DHS_women,women_15_49,severe_anemia_women,ADM1,Tigray,tigray,0.320024465,0.320024465,-0.008490667,0.648539598,1599,3,2016 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Abia,abia,6.246916299,6.246916299,4.070086835,8.423745763,464,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Abia,abia,6.381888615,6.381888615,3.738039621,9.025737609,286,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Abia,abia,7.007637829,7.007637829,0.070815549,13.94446011,201,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Adamawa,adamawa,12.6748463,12.6748463,9.432526379,15.91716622,882,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Adamawa,adamawa,15.09575755,15.09575755,11.32962769,18.86188742,315,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Adamawa,adamawa,26.69934442,26.69934442,18.68651948,34.71216935,293,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Akwa Ibom,akwa ibom,10.86975979,10.86975979,6.664416493,15.07510309,533,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Akwa Ibom,akwa ibom,4.406799809,4.406799809,2.023179303,6.790420315,254,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Akwa Ibom,akwa ibom,9.023941192,9.023941192,4.877620264,13.17026212,203,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Anambra,anambra,9.216868629,9.216868629,4.153403881,14.28033338,420,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Anambra,anambra,3.588425283,3.588425283,1.306015975,5.870834591,447,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Anambra,anambra,5.753946556,5.753946556,3.247552526,8.260340587,352,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Bauchi,bauchi,30.86468863,30.86468863,27.95951235,33.76986492,1083,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Bauchi,bauchi,29.3812543,29.3812543,23.5170846,35.245424,442,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Bauchi,bauchi,32.30876058,32.30876058,25.22790686,39.38961429,338,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Bayelsa,bayelsa,8.777109519,8.777109519,5.743742245,11.81047679,733,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Bayelsa,bayelsa,6.056203242,6.056203242,2.895289662,9.217116822,282,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Bayelsa,bayelsa,10.59133107,10.59133107,5.510752849,15.67190929,212,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Benue,benue,10.44831321,10.44831321,5.951852365,14.94477405,580,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Benue,benue,6.749490358,6.749490358,3.695125201,9.803855516,374,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Benue,benue,9.629182959,9.629182959,5.701537337,13.55682858,210,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Borno,borno,13.68756655,13.68756655,9.286060501,18.08907261,416,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Borno,borno,24.60147679,24.60147679,20.29157739,28.91137619,347,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Borno,borno,23.35334513,23.35334513,17.95969519,28.74699506,286,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Cross River,cross river,8.515871261,8.515871261,5.88658968,11.14515284,515,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Cross River,cross river,5.568314079,5.568314079,1.248139485,9.888488674,164,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Cross River,cross river,5.071315894,5.071315894,2.215415574,7.927216214,155,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Delta,delta,8.638719496,8.638719496,5.976878656,11.30056034,594,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Delta,delta,7.543831013,7.543831013,3.946105319,11.14155671,198,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Delta,delta,2.875914502,2.875914502,0.377166309,5.374662695,166,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Ebonyi,ebonyi,6.147585841,6.147585841,3.371413562,8.92375812,645,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Ebonyi,ebonyi,9.564753076,9.564753076,6.414690909,12.71481524,488,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Ebonyi,ebonyi,10.16464573,10.16464573,7.42836415,12.90092731,520,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Edo,edo,6.799907136,6.799907136,4.262677937,9.337136334,519,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Edo,edo,4.535836438,4.535836438,-0.36859067,9.440263546,160,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Edo,edo,3.550108103,3.550108103,0.683728753,6.416487453,185,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Ekiti,ekiti,7.341320112,7.341320112,4.927340093,9.755300132,493,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Ekiti,ekiti,6.770670299,6.770670299,3.758067623,9.783272975,287,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Ekiti,ekiti,4.788281431,4.788281431,1.543174072,8.033388791,129,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Enugu,enugu,2.457782263,2.457782263,1.017463189,3.898101336,547,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Enugu,enugu,4.522461387,4.522461387,2.381132087,6.663790687,263,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Enugu,enugu,4.23478941,4.23478941,1.960143944,6.509434877,339,3,2024 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,FCT Abuja,fct abuja,3.900511146,3.900511146,0.937860634,6.863161658,174,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,FCT Abuja,fct abuja,8.974318278,8.974318278,5.251315258,12.6973213,456,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,FCT Abuja,fct abuja,9.365271522,9.365271522,5.353248884,13.37729416,298,2,2018 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Gombe,gombe,27.21110087,27.21110087,22.58483317,31.83736856,938,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Gombe,gombe,26.91848405,26.91848405,21.86962098,31.96734712,400,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Gombe,gombe,24.9879901,24.9879901,19.20845739,30.76752282,316,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Imo,imo,4.744447427,4.744447427,1.681172915,7.807721939,437,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Imo,imo,4.86267468,4.86267468,2.709189783,7.016159578,359,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Imo,imo,3.912753554,3.912753554,1.997743661,5.827763446,414,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Jigawa,jigawa,41.46114471,41.46114471,36.90098566,46.02130376,1042,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Jigawa,jigawa,35.995215,35.995215,31.15948502,40.83094498,415,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Jigawa,jigawa,31.88054819,31.88054819,27.00228929,36.7588071,378,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Kaduna,kaduna,41.69279206,41.69279206,34.98550778,48.40007634,622,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Kaduna,kaduna,22.05093642,22.05093642,14.59316742,29.50870541,421,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Kaduna,kaduna,16.84768013,16.84768013,11.12081791,22.57454235,384,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Kano,kano,31.14169746,31.14169746,26.44321886,35.84017607,1647,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Kano,kano,29.69497122,29.69497122,24.23817115,35.15177129,562,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Kano,kano,29.36620936,29.36620936,24.72854144,34.00387728,467,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Katsina,katsina,38.03275067,38.03275067,31.80939838,44.25610296,1159,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Katsina,katsina,35.89006024,35.89006024,29.55896309,42.2211574,478,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Katsina,katsina,32.62354063,32.62354063,19.49836946,45.74871179,345,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Kebbi,kebbi,42.70997547,42.70997547,36.51694653,48.90300442,844,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Kebbi,kebbi,37.63399739,37.63399739,30.89897671,44.36901808,360,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Kebbi,kebbi,35.23231692,35.23231692,30.5074861,39.95714774,389,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Kogi,kogi,10.71517598,10.71517598,5.937685033,15.49266692,441,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Kogi,kogi,7.768421438,7.768421438,3.574295678,11.9625472,214,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Kogi,kogi,15.24377064,15.24377064,5.659696949,24.82784433,267,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Kwara,kwara,10.13824175,10.13824175,6.436403472,13.84008003,644,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Kwara,kwara,12.82764843,12.82764843,5.912726232,19.74257063,261,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Kwara,kwara,17.97843099,17.97843099,11.74734481,24.20951717,243,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Lagos,lagos,6.278524599,6.278524599,4.231097572,8.325951626,846,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Lagos,lagos,5.829869339,5.829869339,-1.136261248,12.79599993,355,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Lagos,lagos,2.132206817,2.132206817,-0.123666415,4.38808005,138,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Nasarawa,nasarawa,19.93728699,19.93728699,15.69501827,24.17955571,579,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Nasarawa,nasarawa,11.94566526,11.94566526,7.364810054,16.52652047,300,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Nasarawa,nasarawa,13.55933528,13.55933528,9.784960836,17.33370973,305,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Niger,niger,16.92234919,16.92234919,13.2213156,20.62338278,821,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Niger,niger,10.95292769,10.95292769,8.093153665,13.81270172,423,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Niger,niger,17.24083794,17.24083794,11.88231372,22.59936216,338,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Ogun,ogun,9.875172341,9.875172341,7.486201355,12.26414333,494,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Ogun,ogun,7.515649872,7.515649872,4.78047599,10.25082375,309,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Ogun,ogun,6.123394783,6.123394783,2.572910177,9.673879389,177,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Ondo,ondo,10.42792652,10.42792652,6.310837351,14.54501569,594,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Ondo,ondo,6.673420839,6.673420839,3.065877897,10.28096378,235,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Ondo,ondo,12.26730903,12.26730903,5.874782669,18.65983538,128,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Osun,osun,7.921667602,7.921667602,5.574785797,10.26854941,523,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Osun,osun,7.501540442,7.501540442,3.072285786,11.9307951,278,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Osun,osun,8.759891565,8.759891565,4.221178194,13.29860494,146,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Oyo,oyo,9.632466023,9.632466023,6.870269276,12.39466277,625,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Oyo,oyo,14.24836409,14.24836409,11.00311315,17.49361503,399,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Oyo,oyo,7.91349791,7.91349791,3.080430219,12.7465656,232,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Plateau,plateau,18.48196664,18.48196664,13.34334381,23.62058946,595,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Plateau,plateau,15.18752009,15.18752009,10.5518312,19.82320897,318,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Plateau,plateau,19.77723347,19.77723347,13.5902471,25.96421984,290,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Rivers,rivers,6.764800802,6.764800802,3.489093613,10.04050799,465,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Rivers,rivers,3.068430062,3.068430062,1.279760817,4.857099307,312,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Rivers,rivers,2.233857945,2.233857945,0.168265605,4.299450285,287,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Sokoto,sokoto,30.84491618,30.84491618,26.96555273,34.72427964,1087,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Sokoto,sokoto,34.60216039,34.60216039,28.11779663,41.08652416,299,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Sokoto,sokoto,14.81481296,14.81481296,8.502082826,21.1275431,352,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Taraba,taraba,23.78662568,23.78662568,18.15219461,29.42105675,1090,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Taraba,taraba,19.37429303,19.37429303,14.19762213,24.55096393,348,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Taraba,taraba,20.753943,20.753943,14.62758329,26.88030271,237,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Yobe,yobe,31.05522041,31.05522041,26.81157039,35.29887043,804,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Yobe,yobe,37.01761092,37.01761092,27.75311663,46.28210522,367,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Yobe,yobe,25.16494106,25.16494106,19.75684467,30.57303745,349,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_stunting,ADM1,Zamfara,zamfara,33.54423875,33.54423875,31.08812659,36.0003509,1129,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_stunting,ADM1,Zamfara,zamfara,23.90417251,23.90417251,17.56019554,30.24814949,363,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_stunting,ADM1,Zamfara,zamfara,39.24087599,39.24087599,31.06109113,47.42066085,226,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_wasting,ADM1,Abia,abia,4.793808674,4.793808674,2.732074976,6.855542372,464,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_wasting,ADM1,Abia,abia,2.240794725,2.240794725,0.076740893,4.404848557,287,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_wasting,ADM1,Abia,abia,2.06853494,2.06853494,-0.122412655,4.259482535,202,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_wasting,ADM1,Adamawa,adamawa,5.239910856,5.239910856,3.287596856,7.192224855,882,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_wasting,ADM1,Adamawa,adamawa,1.579902227,1.579902227,0.022992125,3.136812329,313,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_wasting,ADM1,Adamawa,adamawa,3.388288833,3.388288833,0.622277432,6.154300234,301,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_wasting,ADM1,Akwa Ibom,akwa ibom,2.713513756,2.713513756,1.351141397,4.075886114,533,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_wasting,ADM1,Akwa Ibom,akwa ibom,0.485716075,0.485716075,-0.472999264,1.444431414,254,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_wasting,ADM1,Akwa Ibom,akwa ibom,1.359737083,1.359737083,-0.281766275,3.001240441,203,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_wasting,ADM1,Anambra,anambra,9.221723958,9.221723958,6.030520659,12.41292726,420,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_wasting,ADM1,Anambra,anambra,0.351282718,0.351282718,-0.147296174,0.849861611,448,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_wasting,ADM1,Anambra,anambra,2.057166585,2.057166585,0.5119867,3.60234647,350,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_wasting,ADM1,Bauchi,bauchi,8.608653918,8.608653918,6.120306309,11.09700153,1083,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_wasting,ADM1,Bauchi,bauchi,1.866159631,1.866159631,0.623571941,3.10874732,444,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_wasting,ADM1,Bauchi,bauchi,2.697042771,2.697042771,0.683495738,4.710589804,346,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_wasting,ADM1,Bayelsa,bayelsa,1.315307392,1.315307392,0.26580503,2.364809754,733,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_wasting,ADM1,Bayelsa,bayelsa,0.31769417,0.31769417,-0.281704898,0.917093239,286,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_wasting,ADM1,Bayelsa,bayelsa,0.757587026,0.757587026,-0.39865046,1.913824512,210,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_wasting,ADM1,Benue,benue,1.370102134,1.370102134,0.220402017,2.519802251,580,1,2013 DHS
Nigeria,2018,DHS,NGA_2018_DHS_child,children_under5,severe_wasting,ADM1,Benue,benue,4.190480974,4.190480974,1.982686863,6.398275085,377,2,2018 DHS
Nigeria,2024,DHS,NGA_2024_DHS_child,children_under5,severe_wasting,ADM1,Benue,benue,0,0,0,0,211,3,2024 DHS
Nigeria,2013,DHS,NGA_2013_DHS_child,children_under5,severe_wasting,ADM1,Borno,borno,17.91757394,17.91757394,9.564158606,26.27098928,416,1,2013 DHS
