"Method","Month","Reason","Cause-specific monthly hazard (%)","Weighted risk set","Weighted cause-specific discontinuations"
"Other",4,"Other method-related reasons",0.0765000948931694,466.903996,0.357182
"Other",4,"Husband/partner disapproved",0,466.903996,0
"Other",4,"Other reasons",0,466.903996,0
"Other",5,"Method failure",0.486613297458584,459.0787,2.233938
"Other",5,"Desire to become pregnant",0.255916687051697,459.0787,1.174859
"Other",5,"Other fertility-related reasons",0.241702130811122,459.0787,1.109603
"Other",5,"Changes in menstrual bleeding",0.20419178672415,459.0787,0.937401
"Other",5,"Other side effects/health concerns",0,459.0787,0
"Other",5,"Wanted more effective method",1.76171928691094,459.0787,8.087678
"Other",5,"Other method-related reasons",0.0679184200878847,459.0787,0.311799
"Other",5,"Husband/partner disapproved",0,459.0787,0
"Other",5,"Other reasons",0.24470684438202,459.0787,1.123397
"Other",6,"Method failure",0.0113900162006638,424.20484,0.048317
"Other",6,"Desire to become pregnant",0.290924780584776,424.20484,1.234117
"Other",6,"Other fertility-related reasons",0.261572451648595,424.20484,1.109603
"Other",6,"Changes in menstrual bleeding",1.17494251126413,424.20484,4.984163
"Other",6,"Other side effects/health concerns",0.328628735117685,424.20484,1.394059
"Other",6,"Wanted more effective method",0.0646088809359177,424.20484,0.274074
"Other",6,"Other method-related reasons",0,424.20484,0
"Other",6,"Husband/partner disapproved",0,424.20484,0
"Other",6,"Other reasons",0.759410005788713,424.20484,3.221454
"Other",7,"Method failure",0.0312828789560716,408.587714,0.127818
"Other",7,"Desire to become pregnant",0.298258845834997,408.587714,1.218649
"Other",7,"Other fertility-related reasons",0,408.587714,0
"Other",7,"Changes in menstrual bleeding",1.10911215504635,408.587714,4.531696
"Other",7,"Other side effects/health concerns",0,408.587714,0
"Other",7,"Wanted more effective method",0.270572746590222,408.587714,1.105527
"Other",7,"Other method-related reasons",0.260327700406577,408.587714,1.063667
"Other",7,"Husband/partner disapproved",0,408.587714,0
"Other",7,"Other reasons",0.00651120899832049,408.587714,0.026604
"Other",8,"Method failure",0.0103218273467945,387.005117,0.039946
"Other",8,"Desire to become pregnant",0.361689532906098,387.005117,1.399757
"Other",8,"Other fertility-related reasons",0.206826464260936,387.005117,0.800429
"Other",8,"Changes in menstrual bleeding",0,387.005117,0
"Other",8,"Other side effects/health concerns",0.0164617978423267,387.005117,0.063708
"Other",8,"Wanted more effective method",0.520400612687506,387.005117,2.013977
"Other",8,"Other method-related reasons",0.21141245013564,387.005117,0.818177
"Other",8,"Husband/partner disapproved",0,387.005117,0
"Other",8,"Other reasons",0,387.005117,0
"Other",9,"Method failure",0.216622879208024,363.540547,0.787512
"Other",9,"Desire to become pregnant",0.183649115761494,363.540547,0.667639
"Other",9,"Other fertility-related reasons",0,363.540547,0
"Other",9,"Changes in menstrual bleeding",0,363.540547,0
"Other",9,"Other side effects/health concerns",0.0366225998994275,363.540547,0.133138
"Other",9,"Wanted more effective method",0.0221664407629337,363.540547,0.080584
"Other",9,"Other method-related reasons",0.184740053218878,363.540547,0.671605
"Other",9,"Husband/partner disapproved",0,363.540547,0
"Other",9,"Other reasons",0.058520019776501,363.540547,0.212744
"Other",10,"Method failure",0.0219639809410188,366.891595,0.080584
"Other",10,"Desire to become pregnant",0.185445512863275,366.891595,0.680384
"Other",10,"Other fertility-related reasons",0,366.891595,0
"Other",10,"Changes in menstrual bleeding",0,366.891595,0
"Other",10,"Other side effects/health concerns",0,366.891595,0
"Other",10,"Wanted more effective method",0.00725118818816223,366.891595,0.026604
"Other",10,"Other method-related reasons",0,366.891595,0
"Other",10,"Husband/partner disapproved",0,366.891595,0
"Other",10,"Other reasons",0.0281440080413944,366.891595,0.103258
"Other",11,"Method failure",0.0262144037309544,360.36677,0.094468
"Other",11,"Desire to become pregnant",3.4422499610605,360.36677,12.404725
"Other",11,"Other fertility-related reasons",0.511563815942297,360.36677,1.843506
"Other",11,"Changes in menstrual bleeding",0.18634487303033,360.36677,0.671525
"Other",11,"Other side effects/health concerns",0,360.36677,0
"Other",11,"Wanted more effective method",1.73525017303898,360.36677,6.253265
"Other",11,"Other method-related reasons",0,360.36677,0
"Other",11,"Husband/partner disapproved",0,360.36677,0
"Other",11,"Other reasons",0.0268154580401517,360.36677,0.096634
"Other",12,"Method failure",0.190898375381086,336.456504,0.64229
"Other",12,"Desire to become pregnant",2.00338822993893,336.456504,6.74053
"Other",12,"Other fertility-related reasons",0,336.456504,0
"Other",12,"Changes in menstrual bleeding",1.70951606868031,336.456504,5.751778
"Other",12,"Other side effects/health concerns",0,336.456504,0
"Other",12,"Wanted more effective method",0.473460605178255,336.456504,1.592989
"Other",12,"Other method-related reasons",0.266531925921694,336.456504,0.896764
"Other",12,"Husband/partner disapproved",0,336.456504,0
"Other",12,"Other reasons",0.0181155659870971,336.456504,0.060951
"All methods",1,"Method failure",0.23751957330566,9406.05681,22.341226
"All methods",1,"Desire to become pregnant",0.978873303232792,9406.05681,92.073379
"All methods",1,"Other fertility-related reasons",1.64017204144443,9406.05681,154.275514
"All methods",1,"Changes in menstrual bleeding",0.201841423919701,9406.05681,18.985319
"All methods",1,"Other side effects/health concerns",0.453681557128507,9406.05681,42.673545
"All methods",1,"Wanted more effective method",0.598161452099501,9406.05681,56.263406
"All methods",1,"Other method-related reasons",0.360970358630016,9406.05681,33.953077
"All methods",1,"Husband/partner disapproved",0.228927726410362,9406.05681,21.533072
"All methods",1,"Other reasons",0.231950300117313,9406.05681,21.817377
"All methods",2,"Method failure",0.100487940281203,8799.59324,8.84253
"All methods",2,"Desire to become pregnant",1.47205611062995,8799.59324,129.53495
"All methods",2,"Other fertility-related reasons",0.861032901561709,8799.59324,75.767393
"All methods",2,"Changes in menstrual bleeding",0.255758992332696,8799.59324,22.505751
"All methods",2,"Other side effects/health concerns",0.302432990641281,8799.59324,26.612873
"All methods",2,"Wanted more effective method",0.560446746286195,8799.59324,49.317034
"All methods",2,"Other method-related reasons",0.389912261444485,8799.59324,34.310693
"All methods",2,"Husband/partner disapproved",0.00157497052670585,8799.59324,0.138591
"All methods",2,"Other reasons",0.181015196561517,8799.59324,15.928601
"All methods",3,"Method failure",0.068843709497583,8277.266059,5.698377
"All methods",3,"Desire to become pregnant",2.65672792722296,8277.266059,219.904439
"All methods",3,"Other fertility-related reasons",1.13460165869485,8277.266059,93.913998
"All methods",3,"Changes in menstrual bleeding",0.64143870236321,8277.266059,53.093588
"All methods",3,"Other side effects/health concerns",0.574215443374816,8277.266059,47.52934
"All methods",3,"Wanted more effective method",1.25549124867148,8277.266059,103.920351
"All methods",3,"Other method-related reasons",0.81648840955784,8277.266059,67.582918
"All methods",3,"Husband/partner disapproved",0.212864729421645,8277.266059,17.61938
"All methods",3,"Other reasons",0.428155138996239,8277.266059,35.43954
"All methods",4,"Method failure",0.0343293952542857,7550.106784,2.591906
"All methods",4,"Desire to become pregnant",0.487813206537027,7550.106784,36.830418
"All methods",4,"Other fertility-related reasons",0.124141952798108,7550.106784,9.37285
"All methods",4,"Changes in menstrual bleeding",0.153387419957318,7550.106784,11.580914
"All methods",4,"Other side effects/health concerns",0.0159298938996304,7550.106784,1.202724
"All methods",4,"Wanted more effective method",0.252680254012153,7550.106784,19.077629
"All methods",4,"Other method-related reasons",0.0971960822534507,7550.106784,7.338408
"All methods",4,"Husband/partner disapproved",0.00832528622419018,7550.106784,0.628568
"All methods",4,"Other reasons",0.0252752716563432,7550.106784,1.90831
"All methods",5,"Method failure",0.0588390369251424,7360.932854,4.331102
"All methods",5,"Desire to become pregnant",1.86383041010144,7360.932854,137.195305
"All methods",5,"Other fertility-related reasons",0.487359017009721,7360.932854,35.87417
"All methods",5,"Changes in menstrual bleeding",0.200227719669945,7360.932854,14.738628
"All methods",5,"Other side effects/health concerns",0.424478454290218,7360.932854,31.245574
"All methods",5,"Wanted more effective method",0.620429460583693,7360.932854,45.669396
"All methods",5,"Other method-related reasons",0.464116392278125,7360.932854,34.163296
"All methods",5,"Husband/partner disapproved",0.00597604962203884,7360.932854,0.439893
"All methods",5,"Other reasons",0.201264232317368,7360.932854,14.814925
"All methods",6,"Method failure",0.045360034731031,6954.002612,3.154338
"All methods",6,"Desire to become pregnant",1.40722341448554,6954.002612,97.858353
"All methods",6,"Other fertility-related reasons",0.394420501836878,6954.002612,27.428012
"All methods",6,"Changes in menstrual bleeding",0.350007446905457,6954.002612,24.339527
"All methods",6,"Other side effects/health concerns",0.346446706223929,6954.002612,24.091913
"All methods",6,"Wanted more effective method",0.641811766406049,6954.002612,44.631607
"All methods",6,"Other method-related reasons",0.484217678346768,6954.002612,33.67251
"All methods",6,"Husband/partner disapproved",0.00715958891273422,6954.002612,0.497878
"All methods",6,"Other reasons",0.354889872451489,6954.002612,24.679051
"All methods",7,"Method failure",0.0181036835894027,6661.207892,1.205924
"All methods",7,"Desire to become pregnant",0.617759236270358,6661.207892,41.150227
"All methods",7,"Other fertility-related reasons",0.0613124536302942,6661.207892,4.08415
"All methods",7,"Changes in menstrual bleeding",0.144054188903552,6661.207892,9.595749
"All methods",7,"Other side effects/health concerns",0.0597474671940475,6661.207892,3.979903
"All methods",7,"Wanted more effective method",0.374947988487131,6661.207892,24.976065
"All methods",7,"Other method-related reasons",0.149568789347732,6661.207892,9.963088
"All methods",7,"Husband/partner disapproved",0,6661.207892,0
"All methods",7,"Other reasons",0.00555406776065832,6661.207892,0.369968
"All methods",8,"Method failure",0.0237118807031965,6514.304029,1.544664
"All methods",8,"Desire to become pregnant",2.04904632030953,6514.304029,133.481107
"All methods",8,"Other fertility-related reasons",0.568059839320711,6514.304029,37.005145
"All methods",8,"Changes in menstrual bleeding",0.299082755629243,6514.304029,19.48316
"All methods",8,"Other side effects/health concerns",0.447753649049099,6514.304029,29.168034
"All methods",8,"Wanted more effective method",0.431597095788542,6514.304029,28.115547
"All methods",8,"Other method-related reasons",0.726881778762617,6514.304029,47.351289
"All methods",8,"Husband/partner disapproved",0,6514.304029,0
"All methods",8,"Other reasons",0.126180601387464,6514.304029,8.219788
"All methods",9,"Method failure",0.0559307178516123,6220.75513,3.479313
"All methods",9,"Desire to become pregnant",1.29739882559885,6220.75513,80.708004
"All methods",9,"Other fertility-related reasons",0.123280740677539,6220.75513,7.668993
"All methods",9,"Changes in menstrual bleeding",0.126521858448397,6220.75513,7.870615
"All methods",9,"Other side effects/health concerns",0.231376588520372,6220.75513,14.393371
"All methods",9,"Wanted more effective method",0.324231376713907,6220.75513,20.16964
"All methods",9,"Other method-related reasons",0.311807258036212,6220.75513,19.396766
"All methods",9,"Husband/partner disapproved",0.00169563015736323,6220.75513,0.105481
"All methods",9,"Other reasons",0.164967383951665,6220.75513,10.262217
"All methods",10,"Method failure",0.00133791144834943,6023.119101,0.080584
"All methods",10,"Desire to become pregnant",0.417410939056906,6023.119101,25.141158
"All methods",10,"Other fertility-related reasons",0.00316334438693677,6023.119101,0.190532
"All methods",10,"Changes in menstrual bleeding",0.0151131495946821,6023.119101,0.910283
"All methods",10,"Other side effects/health concerns",0.0836404513263501,6023.119101,5.037764
"All methods",10,"Wanted more effective method",0.0324456144271752,6023.119101,1.954238
"All methods",10,"Other method-related reasons",0.316980681933223,6023.119101,19.092124
"All methods",10,"Husband/partner disapproved",0,6023.119101,0
"All methods",10,"Other reasons",0.0121727129699008,6023.119101,0.733177
"All methods",11,"Method failure",0.186643467178354,5859.746481,10.936834
"All methods",11,"Desire to become pregnant",3.88861676420366,5859.746481,227.863084
"All methods",11,"Other fertility-related reasons",0.646878668265034,5859.746481,37.90545
"All methods",11,"Changes in menstrual bleeding",0.76701026479101,5859.746481,44.944857
"All methods",11,"Other side effects/health concerns",0.759816199290619,5859.746481,44.523303
"All methods",11,"Wanted more effective method",1.50192818555148,5859.746481,88.009184
"All methods",11,"Other method-related reasons",0.912310663496092,5859.746481,53.459092
"All methods",11,"Husband/partner disapproved",0.150223239666467,5859.746481,8.802701
"All methods",11,"Other reasons",0.364725676602185,5859.746481,21.372
"All methods",12,"Method failure",0.0840683557538885,5265.833928,4.4269
"All methods",12,"Desire to become pregnant",0.75852395928427,5265.833928,39.942612
"All methods",12,"Other fertility-related reasons",0.215369325259131,5265.833928,11.340991
"All methods",12,"Changes in menstrual bleeding",0.227518967818083,5265.833928,11.980771
"All methods",12,"Other side effects/health concerns",0.149957026901514,5265.833928,7.896488
"All methods",12,"Wanted more effective method",0.601343632043232,5265.833928,31.665757
"All methods",12,"Other method-related reasons",0.212800881175074,5265.833928,11.205741
"All methods",12,"Husband/partner disapproved",0,5265.833928,0
"All methods",12,"Other reasons",0.0384042115199802,5265.833928,2.022302
