"chart_type","country","admin_name","asset_path","mime_type","bytes","width","height","sha256"
"profiles","Nigeria","Kogi","assets/profile-plots/profiles/Nigeria/Nigeria_Kogi.png","image/png",342652,3450,2400,"ed26c62c332d19d14f23937f2e1d6545c84a745c741968217bb559af7b489cc7"
"profiles","Nigeria","Kwara","assets/profile-plots/profiles/Nigeria/Nigeria_Kwara.png","image/png",339484,3450,2400,"eec988eaf3d40ff75fab0b3cc30973ba4f933d7ca8dd4d588fd60d079b34081c"
"profiles","Nigeria","Lagos","assets/profile-plots/profiles/Nigeria/Nigeria_Lagos.png","image/png",338003,3450,2400,"cd3dd5c59d431e86ec7fdee917267180d0a6bd8996f73efe22574e509934e70b"
"profiles","Nigeria","Nasarawa","assets/profile-plots/profiles/Nigeria/Nigeria_Nasarawa.png","image/png",343168,3450,2400,"48abfd618e7658d78e87aae6c1e5492f566c8b94e4a882faa5c430679b6b7632"
"profiles","Nigeria","Niger","assets/profile-plots/profiles/Nigeria/Nigeria_Niger.png","image/png",346936,3450,2400,"653eb3dcf9bcc6908e9904a8ad15eccb8fa412f06e517a7ecce697024203f115"
"profiles","Nigeria","Ogun","assets/profile-plots/profiles/Nigeria/Nigeria_Ogun.png","image/png",338344,3450,2400,"01b40e3b448cf63cafd2840a6fb980de3b7bd965a75923b7df086212599dd71c"
"profiles","Nigeria","Ondo","assets/profile-plots/profiles/Nigeria/Nigeria_Ondo.png","image/png",345364,3450,2400,"1f7019ef0002d05d696f737f65fca820f4be883dc1b12b6735a0288417ee3785"
"profiles","Nigeria","Osun","assets/profile-plots/profiles/Nigeria/Nigeria_Osun.png","image/png",344828,3450,2400,"4cb489c716c38daf09b0f8f871665e476f20e92efb543ba388346472269918e8"
"profiles","Nigeria","Oyo","assets/profile-plots/profiles/Nigeria/Nigeria_Oyo.png","image/png",339164,3450,2400,"ff9bb7f4e25deb5981a83a5b5877daa80defae8c3a849e055faf5a22f2a902d4"
"profiles","Nigeria","Plateau","assets/profile-plots/profiles/Nigeria/Nigeria_Plateau.png","image/png",344758,3450,2400,"f122f26e0bf4b5a25458e08f246b35f071680571cd84726936690df88e5e0cb3"
"profiles","Nigeria","Rivers","assets/profile-plots/profiles/Nigeria/Nigeria_Rivers.png","image/png",342695,3450,2400,"31b7a6c81edd4ca35b0a900e810c0ade44d00f47c2dde6df9a38a5eb3785ed6e"
"profiles","Nigeria","Sokoto","assets/profile-plots/profiles/Nigeria/Nigeria_Sokoto.png","image/png",342906,3450,2400,"60e25838a28fdace93803c897daec0a5839be9e837c70f72441447b9ef98dbc3"
"profiles","Nigeria","Taraba","assets/profile-plots/profiles/Nigeria/Nigeria_Taraba.png","image/png",343143,3450,2400,"7801b5c537453eb21b545919e98a4041e50077a9171e1616d7155fa9fa2fcf1e"
"profiles","Nigeria","Yobe","assets/profile-plots/profiles/Nigeria/Nigeria_Yobe.png","image/png",347435,3450,2400,"caa4d0e49b04ca3388da6e37d5e36fbb903925ceaec82a6f964eda5e5832daf4"
"profiles","Nigeria","Zamfara","assets/profile-plots/profiles/Nigeria/Nigeria_Zamfara.png","image/png",344566,3450,2400,"708f3c3d73e2225d25cbf3ea860b3f2c93e9b00ae75647c518210cf56028e59c"
