country,survey_year,survey_source,survey_label,indicator,admin_name,estimate,ci_l,ci_u
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Lomami,66.2041102934609,56.6728249074041,75.7353956795178
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Lualaba,42.5445274632973,28.7673049244677,56.321750002127
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Mai-Ndombe,31.1310844284984,8.7816206238219,53.4805482331749
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Maniema,44.1098688054728,32.4883041774013,55.7314334335444
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Mongala,25.3237005626641,14.8596890072083,35.78771211812
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Nord-Kivu,2.91161276666407,0.86373063914382,4.95949489418432
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Nord-Ubangi,47.5458946931615,28.9867895538282,66.1049998324948
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Sankuru,31.4883198335036,15.0280646191245,47.9485750478827
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Sud-Kivu,11.9510299734723,7.04544799452652,16.8566119524181
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Sud-Ubangi,23.6158055224024,16.6398864923622,30.5917245524427
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Tanganyika,66.002763678959,48.3719957774237,83.6335315804943
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Tshopo,25.9241305174126,17.5475538736508,34.3007071611743
DRC,2013,DHS,2013 DHS,malaria_rdt_positive,Tshuapa,26.632192367385,15.2190970343428,38.0452877004272
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Bas-Uele,61.0230203870532,54.7275632832462,67.3184774908603
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Equateur,21.7404956485719,12.1942840475378,31.286707249606
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Haut-Katanga,20.4622208808643,10.1144848394159,30.8099569223127
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Haut-Lomami,44.1932599849853,32.4794901778752,55.9070297920954
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Haut-Uele,20.376568861471,10.9074121767107,29.8457255462314
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Ituri,33.6751187803856,22.4316698435016,44.9185677172696
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Kasai,37.450565618237,20.6586060374377,54.2425251990364
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Kasai-Central,58.3035008530951,48.6425433417638,67.9644583644263
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Kasai-Oriental,43.1312763132319,28.9327319226092,57.3298207038546
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Kinshasa,5.11181993165678,1.41988309731381,8.80375676599976
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Kongo Central,50.8385739981526,38.1590641609218,63.5180838353835
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Kwango,50.1896173845489,37.3641808002442,63.0150539688535
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Kwilu,29.585747880283,18.2666318553302,40.9048639052359
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Lomami,52.0857329751498,42.9172238874429,61.2542420628566
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Lualaba,50.1599719787621,38.4332478452672,61.8866961122571
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Mai-Ndombe,15.3626044665316,8.41019024297074,22.3150186900925
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Maniema,57.4007697256749,50.8727425427583,63.9287969085916
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Mongala,11.9341811665437,3.81725802394426,20.0511043091432
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Nord-Kivu,8.53866620795778,2.61137956997865,14.4659528459369
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Nord-Ubangi,23.7065627222557,15.7505116267551,31.6626138177564
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Sankuru,41.9269153117559,28.6297227330849,55.2241078904269
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Sud-Kivu,22.6186578351789,9.71996904736731,35.5173466229904
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Sud-Ubangi,26.1019939926136,18.5415911700459,33.6623968151813
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Tanganyika,44.8389607258171,37.2562625245636,52.4216589270705
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Tshopo,43.7884556363081,34.5900796265668,52.9868316460493
DRC,2024,DHS,2024 DHS,malaria_rdt_positive,Tshuapa,41.9512807062252,35.4731180996641,48.4294433127863
DRC,2013,DHS,2013 DHS,wasting,Bas-Uele,6.110987695,1.96092069,10.2610547
DRC,2013,DHS,2013 DHS,wasting,Equateur,4.527261501,0.092931111,8.96159189
DRC,2013,DHS,2013 DHS,wasting,Haut-Katanga,5.920754654,2.835485285,9.006024023
DRC,2013,DHS,2013 DHS,wasting,Haut-Lomami,9.896619583,5.679421612,14.11381755
DRC,2013,DHS,2013 DHS,wasting,Haut-Uele,7.553601321,1.776566574,13.33063607
DRC,2013,DHS,2013 DHS,wasting,Ituri,8.482751649,3.826595651,13.13890765
DRC,2013,DHS,2013 DHS,wasting,Kasai,8.636914592,3.144605816,14.12922337
DRC,2013,DHS,2013 DHS,wasting,Kasai-Central,6.133666634,3.011146677,9.25618659
DRC,2013,DHS,2013 DHS,wasting,Kasai-Oriental,7.927471625,4.402322506,11.45262074
DRC,2013,DHS,2013 DHS,wasting,Kinshasa,3.530280591,1.859541892,5.20101929
DRC,2013,DHS,2013 DHS,wasting,Kongo Central,11.11326599,6.592404489,15.6341275
DRC,2013,DHS,2013 DHS,wasting,Kwango,11.59338761,8.3843292,14.80244603
DRC,2013,DHS,2013 DHS,wasting,Kwilu,6.107492584,3.989477725,8.225507443
DRC,2013,DHS,2013 DHS,wasting,Lomami,6.481452191,2.347650877,10.61525351
DRC,2013,DHS,2013 DHS,wasting,Lualaba,9.625761805,3.143789531,16.10773408
DRC,2013,DHS,2013 DHS,wasting,Mai-Ndombe,13.9846506,9.074411141,18.89489006
DRC,2013,DHS,2013 DHS,wasting,Maniema,22.66338709,13.53299004,31.79378415
DRC,2013,DHS,2013 DHS,wasting,Mongala,5.476223908,0.421545093,10.53090272
DRC,2013,DHS,2013 DHS,wasting,Nord-Kivu,4.734132719,2.100527406,7.367738032
DRC,2013,DHS,2013 DHS,wasting,Nord-Ubangi,4.440080841,0.955155804,7.925005879
DRC,2013,DHS,2013 DHS,wasting,Sankuru,9.628882177,4.70693761,14.55082674
DRC,2013,DHS,2013 DHS,wasting,Sud-Kivu,7.169483672,4.080266995,10.25870035
DRC,2013,DHS,2013 DHS,wasting,Sud-Ubangi,6.336006715,3.147015072,9.524998358
DRC,2013,DHS,2013 DHS,wasting,Tanganyika,10.58050606,6.374421304,14.78659082
DRC,2013,DHS,2013 DHS,wasting,Tshopo,6.272858526,1.585883944,10.95983311
DRC,2013,DHS,2013 DHS,wasting,Tshuapa,9.225335341,5.496113717,12.95455696
DRC,2024,DHS,2024 DHS,wasting,Bas-Uele,13.33877398,8.884489081,17.79305889
DRC,2024,DHS,2024 DHS,wasting,Equateur,7.356872998,3.32349778,11.39024822
DRC,2024,DHS,2024 DHS,wasting,Haut-Katanga,5.320855323,2.230053204,8.411657441
DRC,2024,DHS,2024 DHS,wasting,Haut-Lomami,8.39330609,6.369251972,10.41736021
DRC,2024,DHS,2024 DHS,wasting,Haut-Uele,4.999207201,-0.141932768,10.14034717
DRC,2024,DHS,2024 DHS,wasting,Ituri,3.832645285,1.102034003,6.563256566
DRC,2024,DHS,2024 DHS,wasting,Kasai,14.52925549,9.300522066,19.75798892
DRC,2024,DHS,2024 DHS,wasting,Kasai-Central,5.250054819,2.802172848,7.697936791
DRC,2024,DHS,2024 DHS,wasting,Kasai-Oriental,8.527883032,3.725780996,13.32998507
DRC,2024,DHS,2024 DHS,wasting,Kinshasa,5.054251357,1.817882516,8.290620197
DRC,2024,DHS,2024 DHS,wasting,Kongo Central,8.82370853,4.797944769,12.84947229
DRC,2024,DHS,2024 DHS,wasting,Kwango,14.6696228,11.44835723,17.89088837
DRC,2024,DHS,2024 DHS,wasting,Kwilu,10.04908018,5.835583929,14.26257643
DRC,2024,DHS,2024 DHS,wasting,Lomami,8.39511332,5.472687928,11.31753871
DRC,2024,DHS,2024 DHS,wasting,Lualaba,6.537129322,3.114667207,9.959591437
DRC,2024,DHS,2024 DHS,wasting,Mai-Ndombe,16.05166661,12.39351411,19.70981911
DRC,2024,DHS,2024 DHS,wasting,Maniema,8.76312653,6.206355512,11.31989755
DRC,2024,DHS,2024 DHS,wasting,Mongala,6.002141898,3.391941229,8.612342567
DRC,2024,DHS,2024 DHS,wasting,Nord-Kivu,2.266849853,0.491684467,4.04201524
DRC,2024,DHS,2024 DHS,wasting,Nord-Ubangi,4.761222179,1.900919215,7.621525143
DRC,2024,DHS,2024 DHS,wasting,Sankuru,6.3361994,2.988200499,9.684198301
DRC,2024,DHS,2024 DHS,wasting,Sud-Kivu,6.711761749,4.325172934,9.098350564
DRC,2024,DHS,2024 DHS,wasting,Sud-Ubangi,2.320354371,0.731268081,3.909440661
DRC,2024,DHS,2024 DHS,wasting,Tanganyika,5.372098747,2.315561793,8.428635701
DRC,2024,DHS,2024 DHS,wasting,Tshopo,8.954720928,4.544416205,13.36502565
DRC,2024,DHS,2024 DHS,wasting,Tshuapa,8.08918282,5.387524502,10.79084114
DRC,2013,DHS,2013 DHS,zero_dose,Bas-Uele,45.2201910865668,34.0829594680055,56.357422705128
DRC,2013,DHS,2013 DHS,zero_dose,Equateur,20.1613479860665,13.4046844257859,26.9180115463471
DRC,2013,DHS,2013 DHS,zero_dose,Haut-Katanga,17.4239140248698,6.57875362386612,28.2690744258735
DRC,2013,DHS,2013 DHS,zero_dose,Haut-Lomami,33.9692953765074,22.7621713376161,45.1764194153987
DRC,2013,DHS,2013 DHS,zero_dose,Haut-Uele,37.8538261981917,10.9586929042928,64.7489594920907
DRC,2013,DHS,2013 DHS,zero_dose,Ituri,8.52706665751789,1.6616707635545,15.3924625514813
DRC,2013,DHS,2013 DHS,zero_dose,Kasai,28.7648829000998,17.7144245677792,39.8153412324204
DRC,2013,DHS,2013 DHS,zero_dose,Kasai-Central,10.156759148743,3.99800303950251,16.3155152579835
DRC,2013,DHS,2013 DHS,zero_dose,Kasai-Oriental,15.4812706935422,5.39940014704794,25.5631412400364
DRC,2013,DHS,2013 DHS,zero_dose,Kinshasa,2.16829353632835,-1.13402722163924,5.47061429429593
DRC,2013,DHS,2013 DHS,zero_dose,Kongo Central,6.47819065801106,2.51777293379164,10.4386083822305
DRC,2013,DHS,2013 DHS,zero_dose,Kwango,17.1042532288439,7.14503100759655,27.0634754500913
DRC,2013,DHS,2013 DHS,zero_dose,Kwilu,8.80816134193905,-0.582434329529612,18.1987570134077
DRC,2013,DHS,2013 DHS,zero_dose,Lomami,21.854667097343,11.8351691478869,31.8741650467991
DRC,2013,DHS,2013 DHS,zero_dose,Lualaba,40.5235347490589,26.4355782483731,54.6114912497448
DRC,2013,DHS,2013 DHS,zero_dose,Mai-Ndombe,13.4271072576509,3.38572251952882,23.468491995773
DRC,2013,DHS,2013 DHS,zero_dose,Maniema,26.1697565410133,11.945525783364,40.3939872986626
DRC,2013,DHS,2013 DHS,zero_dose,Mongala,58.4491041798357,49.4687811637837,67.4294271958876
DRC,2013,DHS,2013 DHS,zero_dose,Nord-Kivu,6.27612270449062,2.20737303075278,10.3448723782285
DRC,2013,DHS,2013 DHS,zero_dose,Nord-Ubangi,22.7513790818308,13.7346603393417,31.7680978243199
DRC,2013,DHS,2013 DHS,zero_dose,Sankuru,46.2431542804946,25.9363211288941,66.5499874320951
DRC,2013,DHS,2013 DHS,zero_dose,Sud-Kivu,4.85166427430551,1.82842884576068,7.87489970285033
DRC,2013,DHS,2013 DHS,zero_dose,Sud-Ubangi,18.3770770974732,9.55040908897369,27.2037451059727
DRC,2013,DHS,2013 DHS,zero_dose,Tanganyika,61.2882922450016,35.1685728895675,87.4080116004357
DRC,2013,DHS,2013 DHS,zero_dose,Tshopo,32.1500210238082,20.1359016515466,44.1641403960699
DRC,2013,DHS,2013 DHS,zero_dose,Tshuapa,44.875080779924,28.4254777233591,61.3246838364888
DRC,2024,DHS,2024 DHS,zero_dose,Bas-Uele,62.1785380939168,46.3568288469061,78.0002473409275
DRC,2024,DHS,2024 DHS,zero_dose,Equateur,46.4477601434335,31.2789127522288,61.6166075346383
DRC,2024,DHS,2024 DHS,zero_dose,Haut-Katanga,25.7285757164366,18.988024645363,32.4691267875102
DRC,2024,DHS,2024 DHS,zero_dose,Haut-Lomami,46.9292806941676,34.9416103191882,58.916951069147
DRC,2024,DHS,2024 DHS,zero_dose,Haut-Uele,45.7114391150926,33.9767349622477,57.4461432679375
DRC,2024,DHS,2024 DHS,zero_dose,Ituri,21.2231573565536,11.0022225601006,31.4440921530065
DRC,2024,DHS,2024 DHS,zero_dose,Kasai,51.8329339580569,34.9882300673716,68.6776378487421
DRC,2024,DHS,2024 DHS,zero_dose,Kasai-Central,10.3290011447279,4.54544872839526,16.1125535610606
DRC,2024,DHS,2024 DHS,zero_dose,Kasai-Oriental,18.1291936669828,10.0998287561784,26.1585585777872
DRC,2024,DHS,2024 DHS,zero_dose,Kinshasa,0.753249149853526,-0.716035869532087,2.22253416923914
DRC,2024,DHS,2024 DHS,zero_dose,Kongo Central,42.5250177285588,26.9508244649651,58.0992109921526
DRC,2024,DHS,2024 DHS,zero_dose,Kwango,29.0100537406742,14.7447063547204,43.275401126628
DRC,2024,DHS,2024 DHS,zero_dose,Kwilu,21.3042840743879,9.9385172126201,32.6700509361557
DRC,2024,DHS,2024 DHS,zero_dose,Lomami,34.6492603797997,23.1742377232527,46.1242830363468
DRC,2024,DHS,2024 DHS,zero_dose,Lualaba,33.9425992046583,18.265990426744,49.6192079825726
DRC,2024,DHS,2024 DHS,zero_dose,Mai-Ndombe,47.8005759638768,31.5950984254491,64.0060535023045
DRC,2024,DHS,2024 DHS,zero_dose,Maniema,78.346382124351,70.8178603627906,85.8749038859114
DRC,2024,DHS,2024 DHS,zero_dose,Mongala,76.0945726449459,55.929436016739,96.2597092731528
DRC,2024,DHS,2024 DHS,zero_dose,Nord-Kivu,9.9826046468922,4.6820034184453,15.2832058753391
DRC,2024,DHS,2024 DHS,zero_dose,Nord-Ubangi,38.4032753937544,25.1936227028914,51.6129280846174
DRC,2024,DHS,2024 DHS,zero_dose,Sankuru,64.8821756262305,50.689570776194,79.074780476267
DRC,2024,DHS,2024 DHS,zero_dose,Sud-Kivu,27.0685127872073,5.65998824980735,48.4770373246072
DRC,2024,DHS,2024 DHS,zero_dose,Sud-Ubangi,60.8281271923587,51.2312669347982,70.4249874499192
DRC,2024,DHS,2024 DHS,zero_dose,Tanganyika,51.6492389220687,21.5960996957254,81.702378148412
DRC,2024,DHS,2024 DHS,zero_dose,Tshopo,56.1011764155426,33.7012432219736,78.5011096091116
DRC,2024,DHS,2024 DHS,zero_dose,Tshuapa,65.7918442655262,54.0433095414366,77.5403789896158
Ethiopia,2016,DHS,2016 DHS,anc4plus,Addis Ababa,89.0830413819593,85.4133517945572,92.7527309693614
Ethiopia,2016,DHS,2016 DHS,anc4plus,Afar,20.5893706001434,16.0503058775208,25.1284353227661
Ethiopia,2016,DHS,2016 DHS,anc4plus,Amhara,31.4694965028357,26.5234822883273,36.4155107173442
Ethiopia,2016,DHS,2016 DHS,anc4plus,Benishangul-Gumuz,42.0270908461804,34.8982780033428,49.1559036890181
Ethiopia,2016,DHS,2016 DHS,anc4plus,Dire Dawa,65.9846891192506,59.8897043384566,72.0796739000447
Ethiopia,2016,DHS,2016 DHS,anc4plus,Gambela,43.3533789005836,37.8841615426717,48.8225962584954
Ethiopia,2016,DHS,2016 DHS,anc4plus,Harari,34.9387785484008,28.1843257911846,41.693231305617
Ethiopia,2016,DHS,2016 DHS,anc4plus,Oromia,22.1182823127706,18.7732668625401,25.4632977630011
Ethiopia,2016,DHS,2016 DHS,anc4plus,SNNPR,38.1774443329179,32.5347376142688,43.8201510515669
Ethiopia,2016,DHS,2016 DHS,anc4plus,Somali,11.7801234469649,7.96352753209304,15.5967193618369
Ethiopia,2016,DHS,2016 DHS,anc4plus,Tigray,56.5466773787028,51.2662955414192,61.8270592159865
Ethiopia,2019,DHS,2019 DHS,anc4plus,Addis Ababa,81.8186958432459,76.5751567151514,87.0622349713405
Ethiopia,2019,DHS,2019 DHS,anc4plus,Afar,31.1155903604107,22.1368535163654,40.0943272044559
Ethiopia,2019,DHS,2019 DHS,anc4plus,Amhara,50.7684905705379,43.8604511681194,57.6765299729563
Ethiopia,2019,DHS,2019 DHS,anc4plus,Benishangul-Gumuz,55.878420118406,46.7510180951229,65.0058221416891
Ethiopia,2019,DHS,2019 DHS,anc4plus,Dire Dawa,61.5342906394726,52.7491353109487,70.3194459679966
Ethiopia,2019,DHS,2019 DHS,anc4plus,Gambela,31.8265513733471,21.6671126585021,41.985990088192
Ethiopia,2019,DHS,2019 DHS,anc4plus,Harari,38.8218447989118,33.0184388808028,44.6252507170208
Ethiopia,2019,DHS,2019 DHS,anc4plus,Oromia,40.6224763882062,34.1982573953347,47.0466953810777
Ethiopia,2019,DHS,2019 DHS,anc4plus,SNNPR,34.1389462752964,28.0411308925147,40.236761658078
Ethiopia,2019,DHS,2019 DHS,anc4plus,Somali,11.0612140553195,5.42101759619245,16.7014105144465
Ethiopia,2019,DHS,2019 DHS,anc4plus,Tigray,63.8851260761119,55.5418661032386,72.2283860489852
Ethiopia,2024,DHS,2024 DHS,anc4plus,Addis Ababa,94.777966616822,90.6469225590927,98.9090106745514
Ethiopia,2024,DHS,2024 DHS,anc4plus,Afar,46.1771649701767,37.9782549910611,54.3760749492923
Ethiopia,2024,DHS,2024 DHS,anc4plus,Amhara,62.0280243726502,55.3803377720103,68.6757109732901
Ethiopia,2024,DHS,2024 DHS,anc4plus,Benishangul-Gumuz,57.1513670707644,47.7379580884365,66.5647760530923
Ethiopia,2024,DHS,2024 DHS,anc4plus,Dire Dawa,69.1466719984166,61.9072243230105,76.3861196738226
Ethiopia,2024,DHS,2024 DHS,anc4plus,Gambela,49.1721433127265,40.5954300790574,57.7488565463955
Ethiopia,2024,DHS,2024 DHS,anc4plus,Harari,46.526136466134,37.6984467386846,55.3538261935834
Ethiopia,2024,DHS,2024 DHS,anc4plus,Oromia,48.4482470546643,41.5696184437145,55.326875665614
Ethiopia,2024,DHS,2024 DHS,anc4plus,SNNPR,48.9137361070571,44.1522404766908,53.6752317374234
Ethiopia,2024,DHS,2024 DHS,anc4plus,Somali,12.7228879656821,6.28704203491612,19.158733896448
Ethiopia,2024,DHS,2024 DHS,anc4plus,Tigray,57.1395572379225,50.9416700362091,63.3374444396359
Ethiopia,2005,DHS,2005 DHS,anemia_women,Addis Ababa,14.60536943,11.42272126,17.7880176
Ethiopia,2005,DHS,2005 DHS,anemia_women,Afar,40.44234973,33.03581198,47.84888747
Ethiopia,2005,DHS,2005 DHS,anemia_women,Amhara,31.00178011,26.5560827,35.44747752
Ethiopia,2005,DHS,2005 DHS,anemia_women,Benishangul,31.34265695,24.16029577,38.52501813
Ethiopia,2005,DHS,2005 DHS,anemia_women,Dire Dawa,25.79776646,19.66514261,31.9303903
Ethiopia,2005,DHS,2005 DHS,anemia_women,Gambela,42.0159031,33.68635838,50.34544783
Ethiopia,2005,DHS,2005 DHS,anemia_women,Harari,22.42857601,17.11134691,27.74580511
Ethiopia,2005,DHS,2005 DHS,anemia_women,Oromia,24.87912208,22.01353051,27.74471364
Ethiopia,2005,DHS,2005 DHS,anemia_women,SNNPR,23.46017853,19.86050037,27.05985669
Ethiopia,2005,DHS,2005 DHS,anemia_women,Somali,39.82627461,31.55087016,48.10167905
Ethiopia,2005,DHS,2005 DHS,anemia_women,Tigray,29.28901952,25.24723763,33.33080141
Ethiopia,2011,DHS,2011 DHS,anemia_women,Addis Ababa,9.317881061,7.3513986,11.28436352
Ethiopia,2011,DHS,2011 DHS,anemia_women,Afar,34.75445674,30.2526041,39.25630938
Ethiopia,2011,DHS,2011 DHS,anemia_women,Amhara,16.56097059,14.1029632,19.01897799
Ethiopia,2011,DHS,2011 DHS,anemia_women,Benishangul,19.0711282,15.99082965,22.15142675
Ethiopia,2011,DHS,2011 DHS,anemia_women,Dire Dawa,28.80267702,25.08007698,32.52527706
Ethiopia,2011,DHS,2011 DHS,anemia_women,Gambela,19.42025094,14.89489131,23.94561057
Ethiopia,2011,DHS,2011 DHS,anemia_women,Harari,19.35309751,16.15588671,22.55030832
Ethiopia,2011,DHS,2011 DHS,anemia_women,Oromia,19.15133858,16.52855836,21.7741188
Ethiopia,2011,DHS,2011 DHS,anemia_women,SNNPR,11.26254308,9.477750849,13.04733531
Ethiopia,2011,DHS,2011 DHS,anemia_women,Somali,44.0376423,37.14032093,50.93496368
Ethiopia,2011,DHS,2011 DHS,anemia_women,Tigray,12.40353392,10.21223486,14.59483299
Ethiopia,2016,DHS,2016 DHS,anemia_women,Addis Ababa,15.96796288,13.33278428,18.60314147
Ethiopia,2016,DHS,2016 DHS,anemia_women,Afar,44.69838377,39.86916815,49.52759939
Ethiopia,2016,DHS,2016 DHS,anemia_women,Amhara,17.18962792,14.8157733,19.56348253
Ethiopia,2016,DHS,2016 DHS,anemia_women,Benishangul,19.22993609,15.93896853,22.52090364
Ethiopia,2016,DHS,2016 DHS,anemia_women,Dire Dawa,30.11001267,25.57026719,34.64975815
Ethiopia,2016,DHS,2016 DHS,anemia_women,Gambela,26.10307417,21.02896857,31.17717977
Ethiopia,2016,DHS,2016 DHS,anemia_women,Harari,27.69211022,23.50344776,31.88077269
Ethiopia,2016,DHS,2016 DHS,anemia_women,Oromia,27.29235308,23.62421108,30.96049508
Ethiopia,2016,DHS,2016 DHS,anemia_women,SNNPR,22.54381813,19.26511107,25.8225252
Ethiopia,2016,DHS,2016 DHS,anemia_women,Somali,59.54086719,55.3013067,63.78042768
Ethiopia,2016,DHS,2016 DHS,anemia_women,Tigray,19.7412697,16.63843955,22.84409985
Ethiopia,2016,DHS,2016 DHS,facility_delivery,Addis Ababa,96.6176427141778,95.0004457803704,98.2348396479853
Ethiopia,2016,DHS,2016 DHS,facility_delivery,Afar,14.6998665083033,10.5980382091087,18.8016948074978
Ethiopia,2016,DHS,2016 DHS,facility_delivery,Amhara,27.1200345037013,22.6829294141309,31.5571395932717
Ethiopia,2016,DHS,2016 DHS,facility_delivery,Benishangul-Gumuz,25.685356482544,18.7090491144705,32.6616638506176
Ethiopia,2016,DHS,2016 DHS,facility_delivery,Dire Dawa,56.2269168648045,46.255973048644,66.197860680965
Ethiopia,2016,DHS,2016 DHS,facility_delivery,Gambela,44.9740879155638,36.7357883946867,53.2123874364408
Ethiopia,2016,DHS,2016 DHS,facility_delivery,Harari,50.2497495651607,41.104106993417,59.3953921369045
Ethiopia,2016,DHS,2016 DHS,facility_delivery,Oromia,18.7552302682108,13.8515322554477,23.6589282809738
Ethiopia,2016,DHS,2016 DHS,facility_delivery,SNNPR,25.5266006069393,20.9617531988915,30.0914480149872
Ethiopia,2016,DHS,2016 DHS,facility_delivery,Somali,17.9246002659358,12.5898143257619,23.2593862061097
Ethiopia,2016,DHS,2016 DHS,facility_delivery,Tigray,56.9410491544378,49.5688247054966,64.313273603379
Ethiopia,2019,DHS,2019 DHS,facility_delivery,Addis Ababa,94.8485348306783,92.6729448612997,97.024124800057
Ethiopia,2019,DHS,2019 DHS,facility_delivery,Afar,28.2653418819376,19.7635488629464,36.7671349009289
Ethiopia,2019,DHS,2019 DHS,facility_delivery,Amhara,54.1991193450984,45.0901437664608,63.3080949237359
Ethiopia,2019,DHS,2019 DHS,facility_delivery,Benishangul-Gumuz,63.6812165989043,48.1083546435433,79.2540785542653
Ethiopia,2019,DHS,2019 DHS,facility_delivery,Dire Dawa,69.1670588664307,57.9924568864545,80.341660846407
Ethiopia,2019,DHS,2019 DHS,facility_delivery,Gambela,70.2749455501564,62.8482687057064,77.7016223946063
Ethiopia,2019,DHS,2019 DHS,facility_delivery,Harari,63.8462984066592,50.2322398168541,77.4603569964642
Ethiopia,2019,DHS,2019 DHS,facility_delivery,Oromia,40.9606876227164,29.7532228535168,52.1681523919159
Ethiopia,2019,DHS,2019 DHS,facility_delivery,SNNPR,47.5009915621717,35.997612215439,59.0043709089045
Ethiopia,2019,DHS,2019 DHS,facility_delivery,Somali,23.274654434182,12.3880498205242,34.1612590478399
Ethiopia,2019,DHS,2019 DHS,facility_delivery,Tigray,72.3908273163742,62.6412787557467,82.1403758770016
Ethiopia,2024,DHS,2024 DHS,facility_delivery,Addis Ababa,97.9416405799212,95.5436503394317,100.0
Ethiopia,2024,DHS,2024 DHS,facility_delivery,Afar,33.2626823278194,25.6172466401262,40.9081180155126
Ethiopia,2024,DHS,2024 DHS,facility_delivery,Amhara,72.7674788005083,66.2099624598705,79.3249951411461
Ethiopia,2024,DHS,2024 DHS,facility_delivery,Benishangul-Gumuz,61.4920220602003,50.3126628074602,72.6713813129405
Ethiopia,2024,DHS,2024 DHS,facility_delivery,Dire Dawa,82.4382949816844,74.6580416749689,90.2185482883998
Ethiopia,2024,DHS,2024 DHS,facility_delivery,Gambela,71.8199499981991,64.7075006348932,78.9323993615051
Ethiopia,2024,DHS,2024 DHS,facility_delivery,Harari,78.6870782393419,67.2643748451864,90.1097816334975
Ethiopia,2024,DHS,2024 DHS,facility_delivery,Oromia,53.7375831650415,45.0025997078844,62.4725666221986
Ethiopia,2024,DHS,2024 DHS,facility_delivery,SNNPR,59.4510568687614,54.1385572320644,64.7635565054584
Ethiopia,2024,DHS,2024 DHS,facility_delivery,Somali,34.220268922719,24.8205612804491,43.6199765649889
Ethiopia,2024,DHS,2024 DHS,facility_delivery,Tigray,68.2572836924451,61.4712096126993,75.043357772191
Ethiopia,2016,DHS,2016 DHS,fever_care_seeking,Addis Ababa,64.148229,53.337677,74.958782
Ethiopia,2016,DHS,2016 DHS,fever_care_seeking,Afar,41.296283,31.783306,50.809261
Ethiopia,2016,DHS,2016 DHS,fever_care_seeking,Amhara,31.392766,24.007842,38.77769
Ethiopia,2016,DHS,2016 DHS,fever_care_seeking,Benishangul-Gumuz,44.200167,31.824894,56.57544
Ethiopia,2016,DHS,2016 DHS,fever_care_seeking,Dire Dawa,51.185917,35.480059,66.891775
Ethiopia,2016,DHS,2016 DHS,fever_care_seeking,Gambela,46.933203,32.867909,60.998496
Ethiopia,2016,DHS,2016 DHS,fever_care_seeking,Harari,53.78857,41.522479,66.05466
Ethiopia,2016,DHS,2016 DHS,fever_care_seeking,Oromia,35.384339,28.607495,42.161183
Ethiopia,2016,DHS,2016 DHS,fever_care_seeking,SNNPR,37.234842,29.837583,44.632101
Ethiopia,2016,DHS,2016 DHS,fever_care_seeking,Somali,29.108309,19.114999,39.101618
Ethiopia,2016,DHS,2016 DHS,fever_care_seeking,Tigray,34.090533,27.17901,41.002055
Ethiopia,2024,DHS,2024 DHS,fever_care_seeking,Addis Ababa,46.286052,31.277154,61.29495
Ethiopia,2024,DHS,2024 DHS,fever_care_seeking,Afar,39.623656,30.988864,48.258449
Ethiopia,2024,DHS,2024 DHS,fever_care_seeking,Amhara,34.182334,22.488078,45.87659
Ethiopia,2024,DHS,2024 DHS,fever_care_seeking,Benishangul-Gumuz,67.678,58.965078,76.390922
Ethiopia,2024,DHS,2024 DHS,fever_care_seeking,Dire Dawa,39.807431,26.776174,52.838688
