country,survey_year,survey_source,survey_id,population,indicator,admin_level,admin_name,admin_norm,estimate,se,ci_l,ci_u,unweighted_n,survey_order,survey_label
Nigeria,2024,DHS,,,facility_delivery,ADM1,Oyo,oyo,75.027198,3.8995,67.384318,82.670078,217,3,2024 DHS
Nigeria,2013,DHS,,,facility_delivery,ADM1,Plateau,plateau,35.820378,5.952345,24.153997,47.48676,670,1,2013 DHS
Nigeria,2018,DHS,,,facility_delivery,ADM1,Plateau,plateau,43.856573,4.402551,35.227731,52.485416,797,2,2018 DHS
Nigeria,2024,DHS,,,facility_delivery,ADM1,Plateau,plateau,45.687297,5.676341,34.561873,56.812721,346,3,2024 DHS
Nigeria,2013,DHS,,,facility_delivery,ADM1,Rivers,rivers,48.969261,4.964819,39.238394,58.700127,537,1,2013 DHS
Nigeria,2018,DHS,,,facility_delivery,ADM1,Rivers,rivers,48.186182,4.529565,39.308398,57.063966,667,2,2018 DHS
Nigeria,2024,DHS,,,facility_delivery,ADM1,Rivers,rivers,56.884896,5.613115,45.883393,67.886399,205,3,2024 DHS
Nigeria,2013,DHS,,,facility_delivery,ADM1,Sokoto,sokoto,4.712325,0.64621,3.445776,5.978874,1361,1,2013 DHS
Nigeria,2018,DHS,,,facility_delivery,ADM1,Sokoto,sokoto,7.785467,1.648563,4.554342,11.016592,1137,2,2018 DHS
Nigeria,2024,DHS,,,facility_delivery,ADM1,Sokoto,sokoto,12.456265,3.077848,6.423795,18.488736,449,3,2024 DHS
Nigeria,2013,DHS,,,facility_delivery,ADM1,Taraba,taraba,23.350998,4.727014,14.086221,32.615775,1246,1,2013 DHS
Nigeria,2018,DHS,,,facility_delivery,ADM1,Taraba,taraba,29.985144,3.466657,23.190621,36.779667,1112,2,2018 DHS
Nigeria,2024,DHS,,,facility_delivery,ADM1,Taraba,taraba,33.001944,5.545304,22.133348,43.870539,277,3,2024 DHS
Nigeria,2013,DHS,,,facility_delivery,ADM1,Yobe,yobe,7.564842,3.164149,1.363224,13.76646,1076,1,2013 DHS
Nigeria,2018,DHS,,,facility_delivery,ADM1,Yobe,yobe,16.216258,4.650743,7.100969,25.331546,1252,2,2018 DHS
Nigeria,2024,DHS,,,facility_delivery,ADM1,Yobe,yobe,32.082441,3.213104,25.784874,38.380008,474,3,2024 DHS
Nigeria,2013,DHS,,,facility_delivery,ADM1,Zamfara,zamfara,4.99821,1.373149,2.306889,7.689532,1422,1,2013 DHS
Nigeria,2018,DHS,,,facility_delivery,ADM1,Zamfara,zamfara,10.769576,3.829355,3.264178,18.274973,1226,2,2018 DHS
Nigeria,2024,DHS,,,facility_delivery,ADM1,Zamfara,zamfara,15.314362,4.175571,7.130393,23.49833,303,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Abia,abia,69.192846,8.426721,52.676777,85.708916,49,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Abia,abia,86.593475,4.28827,78.188621,94.99833,55,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Abia,abia,60.588801,5.43343,49.939473,71.238129,102,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Adamawa,adamawa,81.083005,4.159846,72.929857,89.236153,128,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Adamawa,adamawa,49.341637,5.701939,38.166043,60.517232,236,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Adamawa,adamawa,70.305299,5.807695,58.922425,81.688173,78,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Akwa Ibom,akwa ibom,81.895648,4.769451,72.547695,91.2436,107,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Akwa Ibom,akwa ibom,69.49101,4.475437,60.719314,78.262706,204,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Akwa Ibom,akwa ibom,70.056854,5.91152,58.470488,81.643219,139,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Anambra,anambra,54.576446,11.698525,31.647759,77.505133,71,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Anambra,anambra,97.405252,1.973329,93.537598,100,119,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Anambra,anambra,88.41948,3.724898,81.118814,95.720146,78,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Bauchi,bauchi,75.631995,4.000187,67.791773,83.472218,321,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Bauchi,bauchi,71.207647,3.143574,65.046356,77.368939,630,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Bauchi,bauchi,38.603106,6.072733,26.700768,50.505445,103,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Bayelsa,bayelsa,78.064671,9.877533,58.705061,97.42428,26,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Bayelsa,bayelsa,71.815196,6.88823,58.314513,85.315879,62,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Bayelsa,bayelsa,71.31183,4.806375,61.891509,80.732152,111,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Benue,benue,31.379373,15.107159,1.769885,60.98886,24,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Benue,benue,92.269628,2.342828,87.677769,96.861486,107,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Benue,benue,67.178773,11.985473,43.687677,90.66987,39,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Borno,borno,62.709472,7.001177,48.987416,76.431528,53,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Borno,borno,77.456969,4.472544,68.690945,86.222993,164,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Borno,borno,69.901994,5.92993,58.279545,81.524444,101,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Cross River,cross river,79.850242,3.006919,73.95679,85.743695,138,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Cross River,cross river,83.460911,4.625261,74.395565,92.526256,62,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Cross River,cross river,83.384644,5.736548,72.141216,94.628072,70,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Delta,delta,46.179619,7.971008,30.55673,61.802509,36,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Delta,delta,65.366807,10.257511,45.262454,85.47116,22,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Delta,delta,65.252366,7.977935,49.6159,80.888832,66,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Ebonyi,ebonyi,75.792704,4.011006,67.931277,83.654131,162,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Ebonyi,ebonyi,64.293275,2.543613,59.307885,69.278664,301,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Ebonyi,ebonyi,39.666647,5.671417,28.550875,50.78242,205,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Edo,edo,77.425839,8.724289,60.326547,94.525131,30,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Edo,edo,78.306938,5.501832,67.523544,89.090331,86,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Edo,edo,59.138604,6.878038,45.657896,72.619311,54,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Ekiti,ekiti,62.69489,8.015965,46.983887,78.405893,32,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Ekiti,ekiti,61.795348,4.995289,52.004762,71.585934,83,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Ekiti,ekiti,61.840265,10.096069,42.052333,81.628198,28,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Enugu,enugu,69.379952,7.370642,54.933758,83.826145,126,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Enugu,enugu,81.634994,4.487147,72.840346,90.429641,82,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Enugu,enugu,52.717287,9.165875,34.752503,70.682072,46,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,FCT,fct,73.694003,8.213758,57.595333,89.792672,36,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,FCT,fct,79.218111,4.918669,69.577696,88.858526,171,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,FCT,fct,88.242503,3.688251,81.013664,95.471343,61,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Gombe,gombe,83.939852,4.014386,76.0718,91.807904,190,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Gombe,gombe,84.364919,2.198392,80.05615,88.673687,419,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Gombe,gombe,83.810327,2.574135,78.765116,88.855538,180,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Imo,imo,76.985653,9.745411,57.884998,96.086307,96,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Imo,imo,51.345783,3.533136,44.420964,58.270603,196,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Imo,imo,91.521115,2.008576,87.584379,95.457851,136,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Jigawa,jigawa,65.665041,4.538814,56.769129,74.560953,233,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Jigawa,jigawa,83.168842,2.537108,78.196202,88.141483,438,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Jigawa,jigawa,69.456826,4.93566,59.78311,79.130541,177,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Kaduna,kaduna,48.661006,9.569526,29.905079,67.416933,102,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Kaduna,kaduna,64.353128,5.066081,54.423791,74.282466,326,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Kaduna,kaduna,58.035336,3.501981,51.171579,64.899093,380,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Kano,kano,70.346846,4.062785,62.383933,78.309758,192,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Kano,kano,84.010604,2.261899,79.577364,88.443844,476,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Kano,kano,45.078199,3.007371,39.18386,50.972538,339,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Katsina,katsina,53.345125,10.464063,32.835939,73.854312,91,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Katsina,katsina,79.108954,3.518407,72.213004,86.004904,404,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Katsina,katsina,56.315834,4.665027,47.172549,65.459119,144,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Kebbi,kebbi,70.476227,4.033812,62.570101,78.382354,95,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Kebbi,kebbi,73.120987,3.485588,66.289359,79.952615,448,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Kebbi,kebbi,41.447545,6.208956,29.278215,53.616874,207,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Kogi,kogi,87.862001,7.628092,72.911214,100,14,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Kogi,kogi,51.900204,4.887763,42.320364,61.480044,64,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Kogi,kogi,66.707402,4.839692,57.22178,76.193024,95,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Kwara,kwara,78.15427,6.214961,65.973171,90.335368,27,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Kwara,kwara,53.467777,7.813423,38.153749,68.781805,75,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Kwara,kwara,68.005494,12.034188,44.41892,91.592069,21,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Lagos,lagos,69.799499,4.115706,61.732863,77.866135,83,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Lagos,lagos,78.380537,6.723831,65.202071,91.559003,51,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Lagos,lagos,81.480825,7.306596,67.160159,95.80149,50,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Nasarawa,nasarawa,83.859326,6.372014,71.370408,96.348244,54,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Nasarawa,nasarawa,48.414996,9.293038,30.200977,66.629016,71,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Nasarawa,nasarawa,72.818953,4.824383,63.363336,82.27457,133,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Niger,niger,66.259238,7.577771,51.407081,81.111396,88,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Niger,niger,50.634758,4.14008,42.52035,58.749166,321,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Niger,niger,64.979575,6.0688,53.084945,76.874206,100,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Ogun,ogun,20.366513,10.256293,0.264549,40.468478,11,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Ogun,ogun,93.360819,4.324653,84.884656,100,23,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Ogun,ogun,79.949113,5.412161,69.341472,90.556755,61,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Ondo,ondo,73.251323,7.351651,58.842353,87.660294,52,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Ondo,ondo,60.995302,8.76322,43.819707,78.170896,68,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Ondo,ondo,65.15844,11.44138,42.733748,87.583133,16,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Osun,osun,72.74827,12.836711,47.588779,97.907761,31,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Osun,osun,65.803631,6.778278,52.51845,79.088812,61,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Osun,osun,69.141468,9.763022,50.006297,88.27664,35,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Oyo,oyo,76.134625,5.636998,65.086311,87.182938,52,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Oyo,oyo,80.784293,5.622025,69.765327,91.80326,36,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Oyo,oyo,63.467586,9.029683,45.769733,81.165439,26,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Plateau,plateau,58.101844,5.392602,47.532538,68.671149,71,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Plateau,plateau,49.757702,5.126199,39.710537,59.804867,140,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Plateau,plateau,54.335655,6.117205,42.346153,66.325157,74,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Rivers,rivers,81.118465,3.682405,73.901082,88.335847,139,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Rivers,rivers,89.941888,2.298432,85.437044,94.446732,252,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Rivers,rivers,58.384398,7.706684,43.279575,73.489222,62,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Sokoto,sokoto,62.649382,5.023,52.804483,72.49428,81,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Sokoto,sokoto,73.543108,2.568047,68.509828,78.576388,313,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Sokoto,sokoto,59.118744,9.739945,40.028803,78.208686,60,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Taraba,taraba,69.555058,4.395231,60.940564,78.169552,236,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Taraba,taraba,52.537619,3.595695,45.490187,59.585052,290,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Taraba,taraba,56.12855,6.429787,43.5264,68.7307,35,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Yobe,yobe,73.397034,4.545396,64.488222,82.305847,328,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Yobe,yobe,84.304962,2.526477,79.353158,89.256765,531,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Yobe,yobe,62.122155,4.476358,53.348655,70.895655,277,3,2024 DHS
Nigeria,2013,DHS,,,fever_care_seeking,ADM1,Zamfara,zamfara,70.751408,4.587784,61.759515,79.7433,86,1,2013 DHS
Nigeria,2018,DHS,,,fever_care_seeking,ADM1,Zamfara,zamfara,42.287059,7.276904,28.024588,56.549529,149,2,2018 DHS
Nigeria,2024,DHS,,,fever_care_seeking,ADM1,Zamfara,zamfara,67.853352,8.595555,51.006374,84.700329,73,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Abia,abia,49.767877,5.783644,38.432142,61.103611,104,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Abia,abia,38.958236,4.617829,29.907458,48.009014,107,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Abia,abia,38,5.507658,27.205189,48.794811,81,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Adamawa,adamawa,40.432463,5.253014,30.136745,50.728181,180,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Adamawa,adamawa,36.77906,4.267738,28.414448,45.143673,177,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Adamawa,adamawa,38.4,6.126716,26.391857,50.408143,149,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Akwa Ibom,akwa ibom,47.977782,4.898935,38.376045,57.579518,121,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Akwa Ibom,akwa ibom,42.037837,5.092573,32.056579,52.019096,123,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Akwa Ibom,akwa ibom,50.8,6.407912,38.240723,63.359277,81,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Anambra,anambra,51.550542,7.508514,36.834125,66.26696,113,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Anambra,anambra,75.302378,4.236697,66.998604,83.606151,179,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Anambra,anambra,48.7,6.590967,35.781942,61.618058,96,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Bauchi,bauchi,6.132843,1.69175,2.817075,9.448611,270,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Bauchi,bauchi,19.6049,3.449067,12.844852,26.364947,266,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Bauchi,bauchi,51.4,6.061708,39.519271,63.280729,209,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Bayelsa,bayelsa,51.452648,6.457066,38.79703,64.108265,160,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Bayelsa,bayelsa,17.956596,4.574204,8.991322,26.921871,123,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Bayelsa,bayelsa,63.4,6.967316,49.744312,77.055688,84,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Benue,benue,20.018022,5.160306,9.904009,30.132036,124,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Benue,benue,27.371942,4.384512,18.778456,35.965428,186,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Benue,benue,25.4,4.823486,15.946141,34.853859,100,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Borno,borno,9.694333,3.337964,3.152043,16.236623,121,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Borno,borno,21.88655,4.805363,12.468212,31.304888,203,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Borno,borno,28.5,4.872803,18.949482,38.050518,160,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Cross River,cross river,52.490774,10.276783,32.348649,72.632899,102,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Cross River,cross river,45.966779,6.237542,33.741421,58.192136,75,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Cross River,cross river,68.6,6.184204,56.479183,80.720817,69,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Delta,delta,50.748733,9.168289,32.779217,68.718248,126,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Delta,delta,44.44633,3.78037,37.036942,51.855718,102,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Delta,delta,68.1,5.99857,56.343019,79.856981,112,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Ebonyi,ebonyi,51.074833,7.462652,36.448303,65.701362,133,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Ebonyi,ebonyi,44.839486,4.323204,36.366161,53.312811,181,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Ebonyi,ebonyi,57.9,4.328407,49.416478,66.383522,176,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Edo,edo,52.197958,4.946444,42.503105,61.892811,124,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Edo,edo,56.290205,7.019312,42.532607,70.047803,90,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Edo,edo,58.4,6.555581,45.551297,71.248703,78,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Ekiti,ekiti,49.436094,5.547808,38.56259,60.309598,90,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Ekiti,ekiti,41.052279,8.241855,24.89854,57.206017,100,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Ekiti,ekiti,56.6,8.735751,39.478243,73.721757,49,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Enugu,enugu,45.028034,4.125995,36.941234,53.114835,122,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Enugu,enugu,35.154839,7.500111,20.454891,49.854786,97,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Enugu,enugu,51.8,6.314254,39.42429,64.17571,74,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,FCT,fct,60.911587,7.483516,46.244165,75.579009,97,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,FCT,fct,49.560831,4.936064,39.886322,59.235339,141,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,FCT,fct,45.6,5.664633,34.497523,56.702477,92,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Gombe,gombe,22.418265,4.967332,12.682473,32.154057,194,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Gombe,gombe,18.177615,3.838832,10.653643,25.701587,238,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Gombe,gombe,49.2,4.26544,40.839891,57.560109,176,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Imo,imo,62.350626,4.845422,52.853775,71.847478,85,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Imo,imo,62.62756,6.844339,49.212901,76.042219,134,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Imo,imo,59.1,5.949847,47.438514,70.761486,117,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Jigawa,jigawa,3.607971,1.598831,0.47432,6.741622,284,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Jigawa,jigawa,23.7776,3.583032,16.754986,30.800214,250,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Jigawa,jigawa,56.9,5.125249,46.854697,66.945303,208,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Kaduna,kaduna,35.269469,7.534232,20.502646,50.036293,138,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Kaduna,kaduna,21.777822,3.593142,14.735394,28.82025,227,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Kaduna,kaduna,35.7,4.196282,27.475438,43.924562,221,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Kano,kano,13.186523,3.179251,6.955306,19.417741,367,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Kano,kano,34.264436,3.500422,27.403734,41.125138,328,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Kano,kano,35.8,4.066918,27.828987,43.771013,271,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Katsina,katsina,8.73321,2.770824,3.302496,14.163925,276,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Katsina,katsina,21.186276,4.051765,13.244963,29.127588,257,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Katsina,katsina,45.3,4.862017,35.770622,54.829378,202,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Kebbi,kebbi,2.836588,1.667586,0,6.104997,203,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Kebbi,kebbi,6.270106,1.92145,2.504133,10.03608,237,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Kebbi,kebbi,9.7,1.97862,5.821976,13.578024,226,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Kogi,kogi,35.568658,5.540855,24.708782,46.428535,98,1,2013 DHS
Nigeria,2018,DHS,,,full_basic_vaccination,ADM1,Kogi,kogi,26.181538,5.768334,14.875811,37.487265,103,2,2018 DHS
Nigeria,2024,DHS,,,full_basic_vaccination,ADM1,Kogi,kogi,16.8,5.222872,6.563359,27.036641,119,3,2024 DHS
Nigeria,2013,DHS,,,full_basic_vaccination,ADM1,Kwara,kwara,42.947467,6.750119,29.717477,56.177457,123,1,2013 DHS
