country,admin_name,indicator,prev,ci_l,ci_u,n_units,prov_avg,prov_min,prov_max,pos_worse
DRC,Bas-Uele,U5MR,47.2647388539391,35.8468663162983,62.0852231733221,26,95.1219838186368,47.2647388539391,166.562071378986,0
Ethiopia,Tigray,IMR,55.3094743842373,42.2143537552183,72.1607228729486,11,40.5357429308116,26.7942755052717,55.3094743842373,1
Ethiopia,Afar,IMR,50.8884190955251,38.9252656483239,66.2747433693965,11,40.5357429308116,26.7942755052717,55.3094743842373,0.844957936029919
Ethiopia,Benishangul,IMR,47.6880723876882,36.4380620928045,62.187281412694,11,40.5357429308116,26.7942755052717,55.3094743842373,0.732724922280973
Ethiopia,Harari,IMR,46.5485542604768,29.7345522273669,72.1632314415975,11,40.5357429308116,26.7942755052717,55.3094743842373,0.692763141475999
Ethiopia,Dire Dawa,IMR,41.4909460718694,23.4337986192554,72.4302229331602,11,40.5357429308116,26.7942755052717,55.3094743842373,0.51539779290962
Ethiopia,Oromia,IMR,39.6841101962449,27.5602223705431,56.8296771747599,11,40.5357429308116,26.7942755052717,55.3094743842373,0.452033834506461
Ethiopia,SNNPR,IMR,39.6047579336502,32.63175985882,47.9938730871858,11,40.5357429308116,26.7942755052717,55.3094743842373,0.449251028644524
Ethiopia,Somali,IMR,35.0378391625676,20.8475626323463,58.3117702852746,11,40.5357429308116,26.7942755052717,55.3094743842373,0.289093675702079
Ethiopia,Amhara,IMR,33.8000021829602,20.5422406379477,55.1325618949148,11,40.5357429308116,26.7942755052717,55.3094743842373,0.245683949371166
Ethiopia,Gambela,IMR,29.0467210584365,18.2293541860088,45.9825085197728,11,40.5357429308116,26.7942755052717,55.3094743842373,0.0789910518501195
Ethiopia,Addis Ababa,IMR,26.7942755052717,16.3043972852271,43.7330584639494,11,40.5357429308116,26.7942755052717,55.3094743842373,0
Ethiopia,Tigray,NMR,44.1819054375543,32.9209199988288,59.0596035308487,11,25.5180529317346,12.5069337791156,44.1819054375543,1
Ethiopia,Benishangul,NMR,31.6872319639261,22.4174853671587,44.6151315577696,11,25.5180529317346,12.5069337791156,44.1819054375543,0.605534817572616
