country,admin_name,indicator,prev,ci_l,ci_u,n_units,prov_avg,prov_min,prov_max,pos_worse
Nigeria,Bauchi,U5MR,138.365446128616,105.77474086409,178.987876198628,37,88.5992652225528,17.9290148221818,162.709436961501,0.831855782203349
Nigeria,Yobe,U5MR,135.309477537592,106.31477845379,170.701342476721,37,88.5992652225528,17.9290148221818,162.709436961501,0.810748172860398
Nigeria,Zamfara,U5MR,129.596904384155,87.164107107867,188.422732744564,37,88.5992652225528,17.9290148221818,162.709436961501,0.771291366000561
Nigeria,Plateau,U5MR,129.157981568503,103.35683604558,160.248809270039,37,88.5992652225528,17.9290148221818,162.709436961501,0.768259721188604
Nigeria,Taraba,U5MR,128.087140524701,93.9082425365903,172.339750299955,37,88.5992652225528,17.9290148221818,162.709436961501,0.760863410085354
Nigeria,Katsina,U5MR,117.03974974526,85.4540897443755,158.279609852638,37,88.5992652225528,17.9290148221818,162.709436961501,0.684558958031679
Nigeria,Sokoto,U5MR,108.632005820954,78.3466102832482,148.735156953266,37,88.5992652225528,17.9290148221818,162.709436961501,0.626486576420471
Nigeria,Borno,U5MR,105.090165980894,79.9380282631747,136.97807887721,37,88.5992652225528,17.9290148221818,162.709436961501,0.602023048909463
Nigeria,Imo,U5MR,99.3871922398313,67.8889312543841,143.25361201327,37,88.5992652225528,17.9290148221818,162.709436961501,0.562632545298592
Nigeria,Nasarawa,U5MR,99.2464026725034,73.6317650558188,132.497243881346,37,88.5992652225528,17.9290148221818,162.709436961501,0.561660110177548
Nigeria,Kogi,U5MR,93.0720930672686,71.1293714098973,120.90285572723,37,88.5992652225528,17.9290148221818,162.709436961501,0.519014084464945
Nigeria,Akwa Ibom,U5MR,89.6428284502424,60.235141578628,131.400313249541,37,88.5992652225528,17.9290148221818,162.709436961501,0.495328115282411
Nigeria,Ogun,U5MR,88.9505654640415,61.2205938592863,127.534534687357,37,88.5992652225528,17.9290148221818,162.709436961501,0.49054664707026
Nigeria,Bayelsa,U5MR,75.3446633824391,49.1277183987822,113.876725163561,37,88.5992652225528,17.9290148221818,162.709436961501,0.396570528748753
Nigeria,Abia,U5MR,72.8340436518871,42.5436531310464,121.943968461557,37,88.5992652225528,17.9290148221818,162.709436961501,0.379229650103323
Nigeria,Anambra,U5MR,71.8050536451388,50.9899436217626,100.219967374516,37,88.5992652225528,17.9290148221818,162.709436961501,0.37212240458253
Nigeria,Ekiti,U5MR,66.6034349383908,34.4354340053471,124.933190033618,37,88.5992652225528,17.9290148221818,162.709436961501,0.336194765818343
Nigeria,Niger,U5MR,65.8072541556258,44.2380354017455,96.8275920399353,37,88.5992652225528,17.9290148221818,162.709436961501,0.330695536219476
Nigeria,Lagos,U5MR,65.1205215247036,45.0818895164893,93.1969069512704,37,88.5992652225528,17.9290148221818,162.709436961501,0.32595226623328
Nigeria,Rivers,U5MR,64.3139707471361,40.6625788563365,100.284128788605,37,88.5992652225528,17.9290148221818,162.709436961501,0.320381410963971
Nigeria,Benue,U5MR,60.2607074159615,40.7492904197558,88.2549682726243,37,88.5992652225528,17.9290148221818,162.709436961501,0.292385475662206
Nigeria,Ebonyi,U5MR,55.7830496190294,39.7973386978094,77.6704660039345,37,88.5992652225528,17.9290148221818,162.709436961501,0.261458243024195
Nigeria,Cross River,U5MR,46.8441376571509,24.9187882150937,86.3525498802527,37,88.5992652225528,17.9290148221818,162.709436961501,0.199717077818331
Nigeria,FCT Abuja,U5MR,45.0157232898454,26.2657793963121,76.1042859817157,37,88.5992652225528,17.9290148221818,162.709436961501,0.18708819927047
Nigeria,Enugu,U5MR,39.684553931073,23.1146515425586,67.3142142786565,37,88.5992652225528,17.9290148221818,162.709436961501,0.150265752699328
Nigeria,Oyo,U5MR,34.9693616816083,19.1356376058666,63.0623179974014,37,88.5992652225528,17.9290148221818,162.709436961501,0.117697866932788
Nigeria,Delta,U5MR,31.2202776191685,17.8225504110417,54.1343589136751,37,88.5992652225528,17.9290148221818,162.709436961501,0.0918029012527454
Nigeria,Osun,U5MR,30.7643186844546,13.4817299404048,68.6599678269042,37,88.5992652225528,17.9290148221818,162.709436961501,0.0886535877752982
Nigeria,Edo,U5MR,24.6790442635235,13.4886974939878,44.7320518147612,37,88.5992652225528,17.9290148221818,162.709436961501,0.0466225290795626
Nigeria,Ondo,U5MR,19.5928739001912,7.82394751174271,48.2047371880425,37,88.5992652225528,17.9290148221818,162.709436961501,0.0114922933185557
Nigeria,Kwara,U5MR,17.9290148221818,6.69813002496802,47.0980562595077,37,88.5992652225528,17.9290148221818,162.709436961501,0
